cve_periodo,cve_institucion,cve_TEC,cve_dato,saldo
201609,040002,5,0,1019167043
201512,040014,5,4,17
201502,040036,1,3,4769
201503,040072,4,0,1.07744E+11
201511,040014,3,4,1326
201611,040014,3,4,1357
201511,040021,2,2,478988685
201507,040021,1,1,4313050978
201602,5,3,3,39711
201504,040021,5,0,5205105737
201611,5,5,2,2128225123
201607,040014,3,4,1330
201611,040044,2,1,4168341128
201504,040012,5,3,39
201503,040021,1,3,56697
201501,040044,3,0,3226940222
201503,5,1,2,5443074226
201602,040072,4,3,4004
201611,040014,4,3,9260
201508,040002,2,4,31696
201604,5,2,2,7733270791
201607,040044,1,1,1695732856
201506,040014,1,0,40113056576
201604,040012,1,2,3121145905
201510,040002,1,2,95860803
201607,040036,5,0,49625278666
201511,040044,2,1,3773632981
201612,040002,3,1,8696401758
201502,5,1,1,1.29601E+11
201606,5,3,0,67613734874
201503,040012,4,4,1818
201503,040044,3,4,222
201505,040072,5,4,24
201610,040014,2,1,35251805347
201512,040021,5,0,3550678467
201612,040002,4,2,96380120
201608,040014,5,3,79
201508,5,1,3,398574
201608,040044,2,4,436
201504,040002,4,2,162094202
201503,5,2,1,1.54304E+11
201501,040012,3,3,16116
201507,040002,1,4,10362
201502,040072,5,3,81
201602,040072,4,1,1.29527E+11
201512,040002,2,1,28959920721
201602,040036,4,1,1.09153E+11
201511,040036,4,1,90223539626
201604,040044,2,3,546
201610,040002,5,3,4
201611,040072,1,2,767291737
201508,040044,3,1,3146995690
201604,040014,2,2,978815434
201605,040036,5,0,49303595959
201506,040072,2,1,25153186673
201609,5,5,0,85152007651
201507,040072,2,0,27291607771
201607,040072,4,2,3084622168
201609,040072,1,2,805588336
201501,040021,5,4,12
201604,040021,1,1,4240732195
201601,040072,1,2,834686907
201510,040014,5,2,54652944
201611,040036,2,4,1870
201601,040044,3,3,335
201609,040014,3,3,3374
201506,040012,4,2,3428156020
201510,040072,4,1,1.13695E+11
201507,040012,5,0,3073816430
201508,040014,5,0,3839420052
201511,5,3,0,68321985670
201604,040036,4,3,1716
201608,040044,4,1,78838042289
201511,040002,4,1,1.57213E+11
201503,040012,4,1,2.23992E+11
201501,5,5,0,79533772829
201512,5,5,1,80408115284
201612,040021,4,4,924
201604,5,5,2,2161124431
201611,040012,3,3,18579
201504,040044,5,0,1697142724
201606,5,3,2,2786632828
201512,040002,3,3,1657
201509,040036,1,3,4245
201508,040002,5,1,399158033
201509,040012,2,1,23896769258
201607,040072,2,2,1859640363
201501,040072,4,2,4372985980
201501,5,2,4,68497
201604,040012,4,1,2.65767E+11
201612,040012,4,2,2094949042
201606,040014,4,2,4844063658
201606,040044,1,2,50605113
201502,040044,5,4,5
201611,040002,5,3,4
201603,040072,5,0,7950854652
201606,040021,4,1,1.10803E+11
201606,040021,4,0,1.18239E+11
201509,040072,3,1,7558585151
201507,040044,1,2,67602287
201506,040014,5,3,132
201504,040036,4,4,403
201606,040021,4,4,909
201601,5,3,1,66045790117
201607,040002,2,1,31527534834
201606,040012,4,3,220573
201509,040036,3,3,483
201610,040014,2,2,898792729
201610,040036,2,0,2123650852
201603,040036,2,1,2274262530
201512,040021,3,4,391
201502,040014,1,4,40134
201505,040021,4,2,10325797955
201510,040044,5,3,6
201511,040002,3,1,9000642768
201509,040044,2,1,3819482287
201502,040036,2,3,3963
201505,040012,5,0,3138804068
201605,040021,2,3,24878
201512,040012,3,2,520972453
201609,040014,3,2,463086802
201506,040036,2,1,1980449186
201511,040002,4,2,54566330
201505,040012,3,2,566890937
201506,040072,2,4,16206
201511,040072,2,2,2216314252
201508,040012,1,3,198732
201610,5,1,0,1.77921E+11
201601,040002,3,3,1618
201510,040012,1,0,58582965842
201605,040021,3,4,404
201509,040044,2,3,519
201610,040014,5,0,2775145633
201607,5,1,4,262754
201509,040014,3,1,10811982448
201612,040044,3,0,3780298351
201510,040072,2,1,25162297844
201510,040021,3,3,5490
201503,040044,1,1,1285114793
201502,5,5,1,77221781721
201508,040014,5,2,54652944
201602,5,2,2,7810825441
201505,040044,1,3,203
201501,040072,5,2,1729440709
201612,040014,1,3,60557
201512,040072,2,2,2000232104
201604,040014,3,2,395075158
201502,040072,4,0,1.06767E+11
201611,040044,5,4,4
201511,040021,2,0,6477770560
201507,040044,5,1,1559970915
201611,040012,2,0,29130853167
201510,5,2,2,7805673611
201512,040072,3,1,7473791092
201601,040072,4,2,2892022498
201611,040002,5,1,1068923160
201608,040021,3,0,3204863345
201612,040036,3,4,125
201605,5,1,2,7098966271
201607,040044,5,1,1728851434
201601,5,3,0,68793642369
201510,5,3,3,39931
201507,040072,5,3,70
201506,040021,4,4,648
201602,040036,4,0,1.12166E+11
201505,040044,1,0,1383762071
201501,040012,4,2,2820860307
201505,5,1,4,222987
201607,040012,3,2,597106419
201612,040021,3,1,2756921938
201509,040012,1,4,139180
201509,040072,4,0,1.17278E+11
201608,040012,3,4,1585
201606,040021,1,4,17196
201505,040072,5,1,7844232005
201602,040014,5,2,54652944
201604,040002,1,1,10057458141
201602,040002,4,1,1.62267E+11
201507,040036,3,2,185979745
201511,040014,2,2,999747284
201507,040012,4,4,1808
201505,040021,1,0,4616766851
201501,040021,4,0,1.06898E+11
201507,040002,4,0,1.40589E+11
201512,040012,1,2,2647348946
201511,040044,2,3,525
201509,040036,4,4,395
201506,040021,3,0,3301103617
201609,040044,3,4,240
201505,040072,3,3,2858
201612,040072,4,3,4690
201608,5,3,4,4391
201503,040014,1,1,37329984004
201506,040012,4,1,2.25578E+11
201606,040014,1,4,41221
201501,040014,2,4,12458
201606,040012,4,0,2.86128E+11
201504,040014,3,3,3467
201508,040014,4,1,1.51549E+11
201610,5,2,0,1.9634E+11
201608,040002,4,3,4085
201602,5,2,0,1.79688E+11
201612,040044,4,3,1130
201608,040036,5,4,19
201509,5,5,0,81091433765
201503,040036,3,4,214
201605,040012,5,3,36
201502,040072,2,1,26181921722
201506,040021,1,3,54042
201511,040036,2,3,3212
201508,040021,1,2,267831494
201606,040072,1,0,12297885432
201507,040044,5,4,4
201502,040014,4,3,8919
201606,040036,5,1,49387318252
201605,040072,5,0,8014521106
201503,040036,3,0,1043957787
201503,040014,3,0,10965529121
201603,040012,3,3,19757
201602,040072,5,1,7214735553
201511,040012,5,1,2858756858
201511,040012,4,4,1876
201507,040044,1,4,182
201512,040036,5,2,319898
201608,5,3,1,63622154387
201506,040012,2,0,24043147109
201506,040044,1,3,204
201506,040021,1,4,18285
201607,040014,5,1,2804038288
201607,040021,5,1,2970743177
201605,040012,3,0,12900709144
201603,040072,5,1,6248113919
201504,040002,3,4,1008
201612,5,2,1,1.94645E+11
201603,040014,2,3,20709
201503,040072,5,3,81
201504,040014,4,4,1506
201607,040012,5,3,38
201509,040021,3,1,2800053698
201509,040036,4,1,97562504098
201507,040002,4,4,1245
201603,040044,1,1,1665406358
201612,040014,3,4,1352
201508,040014,3,1,10373375122
201505,040036,5,4,20
201501,040072,2,3,28349
201505,040012,1,1,50010133975
201505,040002,3,0,8960412336
201605,040014,5,4,17
201604,040021,4,1,1.06447E+11
201610,040021,4,1,1.1556E+11
201604,040036,1,4,11582
201502,040044,2,1,3697309406
201610,040036,4,4,393
201609,040036,2,0,2122887190
201605,040014,5,1,2795595745
201609,040036,2,3,2921
201607,040036,1,3,11737
201509,040012,2,2,1077673055
201612,040014,2,2,762648345
201601,5,3,4,4298
201511,040012,1,3,202408
201602,040072,4,2,2850490217
201501,040012,3,2,628561803
201504,040012,1,0,51336847290
201605,040002,4,1,1.53697E+11
201610,040021,3,4,398
201506,040021,5,0,5193636440
201511,040036,3,2,169854715
201606,040014,2,3,21068
201506,040072,2,0,27405007428
201511,040014,5,4,17
201609,040072,5,0,8526700580
201507,040002,5,4,3
201505,040036,4,4,398
201510,040002,4,1,1.52424E+11
201508,040012,2,0,24475345229
201602,040002,1,0,9795598747
201608,040012,4,3,237431
201502,040072,1,0,11380923408
201606,040002,1,0,10853242382
201504,040012,4,1,2.30437E+11
201608,040044,3,2,183913728
201501,5,3,3,39549
201603,5,3,4,4360
201501,5,3,4,4565
201503,040072,5,1,12152308560
201512,040072,1,3,19414
201608,040036,2,1,1831712815
201604,040044,4,3,1089
201501,040044,1,2,80703207
201607,040014,5,2,54652944
201509,040002,4,2,137168747
201609,040072,2,3,32806
201505,040021,1,1,4406245789
201607,040072,5,2,1694600945
201612,040044,1,1,1882605451
201601,040014,3,4,1328
201508,040002,1,0,8259745130
201502,040021,5,3,52
201504,040014,3,1,10332215460
201612,040014,4,1,1.94723E+11
201610,040044,4,4,613
201511,5,4,4,5130
201604,5,3,4,4390
201511,5,1,3,404533
201608,040014,2,3,21437
201609,040021,5,1,1735176301
201610,040014,3,4,1351
201612,040072,3,1,6911639945
201501,040014,1,3,54271
201504,040012,1,2,2316649868
201502,5,4,1,9.84374E+11
201610,5,3,3,39990
201611,040012,4,1,3.05798E+11
201605,040044,4,3,1096
201510,040036,1,4,3049
201504,040021,5,3,51
201611,040012,1,3,227534
201604,040021,5,3,39
201507,040002,1,1,8080550609
201506,040021,3,3,5770
201501,040014,3,2,401475213
201512,040021,3,0,3178961735
201502,040002,5,1,523631834
201603,040002,5,1,1316384606
201607,040021,1,3,46102
201507,040014,1,0,40203133494
201607,040012,5,0,2630030711
201607,040012,2,4,15238
201502,040021,5,4,12
201510,040072,5,0,8657280473
201609,040012,3,2,551142555
201505,040036,2,4,2702
201505,040044,4,0,52123378375
201512,040044,1,3,213
201507,040044,3,1,3268617089
201604,040036,5,0,48727973801
201605,040036,1,2,279099390
201511,040014,1,1,41686705881
201612,040002,5,1,1077562167
201606,040014,2,2,863007076
201507,040036,5,4,21
201601,040002,1,2,104812114
201510,040021,1,3,52093
201601,040012,4,3,212709
201607,040044,4,3,1133
201503,040012,2,0,23018667247
201510,040002,3,4,1016
201608,040072,1,1,11910692463
201503,040021,1,0,4635545842
201501,040021,3,1,3096717492
201508,040044,3,2,162836914
201609,040072,1,4,23466
201601,040002,5,0,1399983876
201608,5,3,2,2909772374
201611,040021,2,3,21091
201612,040002,1,1,12173090530
201612,040072,5,2,1673486762
201502,040014,3,1,10291994510
201503,040021,3,4,409
201505,040044,3,4,230
201502,5,1,2,5575616532
201601,040072,4,3,3804
201604,040021,3,4,407
201512,040014,4,2,4881956193
201602,040036,5,1,43774606519
201607,040021,4,1,1.09379E+11
201606,040036,4,0,1.05312E+11
201601,040012,3,1,12588953910
201603,040021,3,2,280008606
201508,040012,3,2,656997433
201504,040002,5,1,532093932
201506,040021,5,4,13
201605,040012,1,2,3257278206
201506,040036,5,0,40817598901
201511,040014,5,3,118
201508,040036,5,1,41095158840
201503,040044,5,3,8
201610,040012,4,3,242918
201606,5,2,1,1.78034E+11
201604,040002,5,1,1341104815
201510,040072,1,3,19168
201603,5,1,1,1.57995E+11
201511,040012,5,3,41
201607,040012,4,1,2.90834E+11
201503,040036,5,0,34475030674
201611,040014,4,1,2.04845E+11
201611,040002,4,3,3948
201505,040014,2,1,29373719173
201509,040014,1,2,972430156
201603,040021,3,0,3511792460
201606,040036,5,2,319898
201610,5,1,3,443955
201612,040072,2,1,27124152415
201602,040072,1,1,10888754051
201602,040044,2,2,561521729
201609,040036,2,4,1981
201503,040044,1,4,171
201501,040036,2,2,351690210
201609,040021,2,0,6940349919
201502,040014,4,2,5136161879
201507,040012,3,2,591450285
201601,040002,1,4,10932
201611,040014,2,4,13485
201506,040012,2,2,1054506629
201612,040021,4,0,1.23377E+11
201601,040021,1,3,50020
201511,040012,1,4,148130
201604,040014,3,4,1341
201504,040021,5,4,12
201502,040044,3,3,322
201606,040036,4,1,1.02504E+11
201606,040021,5,3,36
201508,040036,3,1,854971490
201507,040044,3,0,3412179884
201507,040012,2,0,24624336480
201501,040002,5,4,4
201512,040036,2,4,2129
201606,040044,4,1,72959182942
201504,040044,1,3,193
201511,040012,5,4,13
201508,040044,3,4,225
201504,5,4,2,28947041757
201612,040021,2,3,20538
201605,040002,5,0,1411077714
201605,040044,5,1,1731225991
201605,040021,1,1,4143916807
201504,040036,4,1,1.07825E+11
201611,040002,2,2,410278981
201503,5,5,4,130
201505,040044,3,3,328
201503,5,4,0,1.04014E+12
201504,040044,3,3,321
201609,040036,5,4,19
201512,5,3,1,65907393653
201601,040072,5,1,7346113248
201612,040044,3,3,346
201609,040036,2,1,1806238677
201606,040002,5,0,1410194898
201507,040044,3,2,143562795
201601,040036,4,3,1643
201508,040002,3,4,1013
201601,040012,1,3,207985
201502,040021,1,2,182993541
201507,040044,1,0,1456650488
201608,040002,2,0,32426285029
201512,040036,3,3,383
201610,040072,1,3,31370
201505,040072,3,0,8669670624
201506,040044,3,4,232
201507,040002,5,3,4
201512,040036,1,2,193536148
201512,5,1,0,1.56787E+11
201612,040044,3,4,229
201601,040021,2,0,6337271387
201508,040021,3,1,2881774391
201502,040044,4,4,529
201504,040072,2,2,2212788921
201603,040072,4,2,2844038266
201604,040036,5,4,20
201609,040072,3,3,2831
201605,040002,1,3,13536
201612,040044,5,0,1795836142
201607,040072,1,1,11697078947
201505,040014,3,0,11063963092
201606,040072,5,0,7840146164
201612,040012,4,4,2020
201602,040021,4,1,1.03353E+11
201603,040044,2,0,4360297404
201609,040002,4,0,1.73386E+11
201606,040012,3,3,17844
201511,5,1,4,235109
201603,040021,1,3,50467
201510,040021,3,2,248297883
201604,5,5,1,80791630576
201609,5,4,4,5923
201603,040036,1,1,1881123453
201611,040014,5,2,54652944
201506,040072,3,1,8084261254
201602,040021,4,4,905
201612,040012,2,0,29250420914
201609,040044,4,4,609
201603,040002,2,3,41894
201608,040021,1,4,16675
201512,040036,2,2,349271390
201608,040002,1,4,11289
201503,040021,1,1,4434281426
201507,040072,2,3,25722
201511,040036,1,1,1283561024
201612,040014,5,3,110
201606,040002,2,3,43283
201510,040014,1,3,55474
201507,040036,1,4,3398
201508,5,5,2,1819366015
201508,040002,1,3,12428
201608,040036,4,0,1.02624E+11
201608,040021,3,1,2965728862
201609,040044,2,0,4394485135
201606,040021,1,0,4548091341
201602,040014,2,0,32991889176
201504,040072,5,0,9587688652
201612,040072,2,0,28657275248
201606,040014,3,4,1329
201609,040012,4,2,2241935185
201502,5,2,0,1.60519E+11
201607,040014,1,3,57330
201602,5,2,3,205120
201508,040021,2,3,26560
201510,5,5,2,1787836302
201608,040072,2,0,27754232458
201607,040044,4,0,76436345355
201602,040036,2,4,1957
201607,040044,1,3,248
201508,040072,3,0,8268222835
201503,040036,4,1,1.05377E+11
201507,040072,5,1,7696375269
201603,040002,2,1,30085135531
201607,040012,2,2,1311542446
201501,040014,4,1,1.46968E+11
201503,040072,1,1,10282043644
201605,040044,1,0,1731642293
201610,5,4,0,1.35905E+12
201610,040072,1,4,23642
201512,040012,2,0,25286139178
201502,040014,3,4,1347
201601,040072,2,3,25876
201605,040036,1,3,12728
201607,040044,5,4,3
201502,040044,2,2,197684048
201606,040012,3,4,1592
201512,040014,1,0,42888021197
201610,040072,3,1,7005503932
201609,5,2,3,208580
201604,040036,3,4,150
201602,040036,2,1,2222254443
201509,5,3,2,2852005140
201505,040072,4,3,3642
201508,040072,4,3,3373
201610,040072,3,3,2943
201501,040021,5,0,5487075843
201606,5,4,2,23128495765
201508,040002,1,1,8186811537
201503,040036,1,4,3549
201604,040072,1,0,12017338472
201601,040014,3,2,393522521
201608,5,1,4,263593
201501,040044,2,2,183636061
201502,040002,2,3,38028
201607,040072,5,3,57
201611,040002,4,2,136160599
201511,040002,4,0,1.57267E+11
201606,040036,1,2,265847741
201602,040002,2,1,29608851980
201611,040044,3,4,232
201511,040021,4,3,96559
201609,040044,3,3,361
201610,040021,1,3,42156
201609,040021,1,0,4745804014
201611,040012,5,1,5110299696
201508,040072,4,4,1007
201511,040002,2,1,28780859349
201508,040036,5,0,41095478738
201609,040021,4,3,88601
201608,040021,1,3,45765
201510,5,2,0,1.73536E+11
201601,5,4,1,1.21509E+12
201506,040014,5,2,273501147
201603,040014,4,1,1.62284E+11
201508,5,2,1,1.60139E+11
201506,040036,5,1,40816873356
201509,5,5,3,729
201608,040036,5,2,319898
201508,040072,1,1,10054950868
201503,040036,4,2,3351082551
201602,5,5,3,735
201502,040072,5,2,1729407574
201605,040036,2,1,2147412282
201507,040072,4,0,1.15422E+11
201604,040014,5,2,54652944
201503,040044,5,4,5
201512,5,3,4,4287
201603,040012,5,4,12
201604,040072,3,0,7812498887
201603,040012,2,2,1249473374
201609,040002,3,3,1601
201511,040072,5,1,7124096726
201504,040012,5,1,2972659165
201601,5,5,4,111
201508,5,2,0,1.67677E+11
201608,040021,1,0,4633533150
201503,040044,2,0,3884127933
201503,040014,3,2,319610638
201505,040002,3,3,1843
201602,040014,2,4,12330
201508,040012,1,0,55808974076
201503,040012,5,4,13
201606,040072,1,4,23816
201510,040002,1,3,12960
201611,040036,5,1,48501601063
201505,040021,5,4,13
201504,040036,2,1,1902869918
201506,040014,2,0,31019449815
201501,040072,4,0,1.07128E+11
201607,040044,4,2,1455249134
201512,040044,2,1,3604889034
201510,040021,4,1,93837953702
201506,040021,3,4,395
201607,040002,3,4,935
201508,040012,4,0,2.41239E+11
201503,5,4,3,327529
201509,040002,2,0,27780241039
201503,040072,3,0,8779996912
201606,040036,2,3,3159
201609,040014,5,2,54652944
201609,040021,3,0,3301782272
201606,040014,4,3,9080
201509,040012,4,1,2.46269E+11
201501,5,1,4,242024
201601,040002,2,3,41049
201606,5,2,4,77591
201505,040012,1,2,2391597748
201511,040072,5,2,1707526923
201508,040044,4,4,562
201506,040021,5,1,5193636440
201511,040002,5,4,2
201605,040072,3,3,3035
201512,040036,4,4,374
201607,040036,3,4,132
201612,040012,4,3,250629
201510,040012,2,3,36892
201511,040044,3,4,213
201506,040021,2,3,26995
201601,5,1,4,240564
201612,040012,4,0,3.09959E+11
201611,040036,4,3,1708
201502,5,3,0,68736508522
201501,040002,1,2,62747165
201601,040021,4,2,9673115984
201512,5,2,1,1.68634E+11
201611,040072,2,0,28329404893
201502,040036,4,1,95836496516
201512,040014,3,0,11655920250
201502,040044,1,3,195
201607,040021,3,1,2897567772
201504,040014,3,2,369273494
201603,040044,4,3,1071
201509,040044,3,2,159248017
201504,040002,3,0,8804254814
201508,040036,1,4,3303
201601,040021,2,1,5847147292
201606,040014,4,0,1.8162E+11
201607,040021,1,1,4203039942
201509,040021,5,0,5854141279
201612,040002,3,2,109787822
201612,040044,2,0,4756875161
201507,040036,4,4,404
201504,5,3,4,4446
201605,040021,1,0,4571129104
201604,040002,2,2,377460788
201509,040044,3,4,223
201508,040036,4,0,1.06594E+11
201504,040044,1,4,167
201510,040036,4,1,93402024714
201508,040036,5,2,319898
201502,040036,2,4,2780
201610,040002,2,1,33836483291
201611,040044,4,1,82947473628
201611,040036,3,2,148223984
201608,040002,5,4,3
201510,5,3,4,4306
201506,040012,3,1,13097630353
201505,040036,1,1,1624397687
201511,040014,5,2,54652944
201607,5,4,0,1.31716E+12
201602,040044,5,3,8
201604,040002,3,0,8450184293
201510,040021,5,0,5633622622
201602,5,3,0,69465020557
201505,040021,2,2,460188037
201612,040036,2,0,1914211506
201608,5,4,2,22503204436
201511,5,2,1,1.6786E+11
201502,5,3,3,38720
201504,040044,3,0,3110139359
201502,040002,5,0,523631834
201512,040014,1,2,1040972807
201611,5,2,4,80686
201505,040002,2,0,26020822600
201504,040014,3,4,1324
201606,040021,1,1,4127126867
201508,040021,4,4,659
201606,5,3,1,64827102046
201601,5,4,0,1.24044E+12
201507,5,2,0,1.66628E+11
201604,040002,5,3,7
201510,040072,5,1,6949069211
201501,040012,3,1,13123273329
201504,040014,2,4,12248
201607,5,1,1,1.63824E+11
201606,040021,5,4,10
201602,5,1,0,1.60832E+11
201605,040021,3,2,256262796
201610,040012,4,2,2244701148
201606,5,5,4,102
201602,040036,4,2,3012270967
201601,5,2,0,1.78494E+11
201510,5,5,0,80904412984
201603,040021,5,4,11
201603,040072,2,3,32713
201504,5,4,3,329859
201502,040021,1,3,58310
201601,040012,2,3,35967
201609,5,5,1,83008016116
201607,040002,1,3,13666
201506,040072,1,4,14683
201501,040021,2,4,6996
201504,040014,5,2,273501146
201602,040014,3,2,375943293
201505,040012,1,3,186896
201610,5,4,3,376607
201501,040012,5,1,3237421813
201607,040036,2,1,1939596148
201506,040072,1,0,10873267847
201610,040012,1,0,67817512066
201610,040044,1,4,377
201511,040021,3,3,5307
201608,040044,1,0,1730187970
201611,040036,1,4,8949
201606,040012,2,0,26582967328
201504,040012,4,4,1808
201611,040021,3,3,4933
201501,040072,1,3,20974
201612,5,5,3,695
201611,040021,1,0,4795279388
201503,040044,5,1,1662173583
201505,040002,4,0,1.41913E+11
201603,040012,2,4,14785
201601,040002,3,2,90410376
201501,040014,2,3,20652
201509,040012,3,0,13431710148
201611,040014,4,4,1666
201605,040044,5,3,6
201612,040036,4,4,390
201612,040002,2,4,36642
201604,040012,3,0,13113835797
201504,5,4,0,1.06671E+12
201503,040012,2,2,989428678
201603,040002,3,1,8641849666
201602,5,1,2,6107183847
201612,040012,1,3,226128
201607,5,5,2,2149236866
201508,040072,2,2,2137892179
201508,040036,1,3,4413
201608,040072,3,1,6845752522
201604,040072,3,3,3015
201602,040012,1,2,2804674178
201602,040036,5,2,319898
201602,040044,2,3,535
201605,040036,5,4,19
201512,5,5,0,82191400746
201605,040044,4,1,71316044688
201504,040044,1,1,1249716676
201503,5,3,1,65825685777
201501,040036,3,0,1095416120
201612,040021,3,0,3024407852
201505,5,2,2,7339340992
201511,040044,3,0,3397050398
201511,040036,5,1,43210120254
201510,040012,3,2,563325770
201501,040014,3,3,3395
201501,040012,4,4,1806
201601,040036,2,0,2511741293
201605,040002,2,0,31054427618
201603,5,2,2,7806052990
201601,5,4,2,25347052190
201509,5,2,1,1.63231E+11
201512,040036,3,1,804605594
201604,040021,1,0,4611547621
201501,5,2,2,7524997379
201503,040002,3,2,90081114
201612,040002,4,4,1288
201601,040014,2,2,1050112714
201602,040002,2,2,351045779
201505,040044,2,4,383
201605,040002,3,2,54873272
201609,040002,2,0,33475049031
201507,040021,2,1,5495063120
201603,040044,2,3,548
201602,040036,1,4,2576
201512,040012,4,2,2771713075
201509,040044,1,0,1461797182
201505,040036,1,3,4759
201609,5,2,0,1.92995E+11
201610,5,5,4,98
201604,040072,2,4,19505
201609,040014,2,3,21709
201506,5,2,4,68568
201604,040014,1,2,1007093446
201609,040044,2,2,538065435
201505,040036,2,2,357926196
201612,040036,5,4,19
201508,040036,2,0,2331074097
201512,040072,5,4,20
201510,040014,4,4,1554
201505,040021,5,3,52
201607,5,3,4,4379
201503,040021,5,4,12
201506,040012,1,2,2461233139
201510,040021,5,4,13
201608,5,1,0,1.71937E+11
201608,040012,1,2,3654186005
201608,040014,5,4,15
201609,040012,3,4,1591
201604,040021,2,4,7376
201508,040072,2,4,15853
201603,040014,1,0,43094555866
201608,5,2,0,1.8791E+11
201611,040002,5,4,1
201511,040012,2,4,14121
201602,040021,3,4,415
201610,040012,2,0,28441004789
201502,040002,4,2,126548744
201505,040072,4,2,4392015395
201605,040036,1,4,11114
201504,040012,4,3,190273
201504,5,1,4,244187
201511,040072,5,3,67
201504,040072,4,3,3680
201606,040072,3,3,3045
201512,040014,4,1,1.72092E+11
201512,040036,2,1,2129314266
201603,040014,3,2,391296633
201501,040036,1,2,172342102
201510,040002,3,2,152805841
201512,040021,4,2,9766546526
201611,040002,2,3,45247
201501,040014,3,4,1355
201512,040036,2,0,2478585656
201506,040044,1,0,1371820991
201612,040036,2,1,1603825334
201612,040072,4,4,1383
201509,040014,3,0,11222743193
201502,5,4,0,1.01298E+12
201508,040072,4,1,1.11753E+11
201606,5,2,2,7655886686
201603,5,2,3,206548
201511,040021,4,0,1.05871E+11
201607,040044,4,1,74981096221
201603,040012,3,4,1605
201611,040036,2,1,1759180415
201608,040044,1,1,1662255703
201504,040044,1,0,1317992467
201503,040014,1,4,40074
201508,040072,5,1,6601215106
201612,040002,5,4,1
201504,040014,1,0,38618911883
201510,040072,3,2,397885398
201602,040036,3,1,785116431
201608,040012,5,0,2557659708
201609,040012,1,0,67338728900
201606,040014,1,3,57017
201504,040012,2,4,14210
201609,040012,3,1,11877783649
201511,040072,3,1,7492934442
201502,040044,4,1,49039286845
201507,040036,5,0,40794260554
201608,040072,5,2,1694642206
201508,040002,1,4,10406
201612,5,5,4,98
201508,5,5,4,125
201604,040002,1,3,13405
201509,040072,1,4,15118
201507,040002,2,2,382981107
201501,040014,4,4,1442
201609,040014,1,1,44294548473
201503,040072,1,4,15082
201512,040012,1,1,56160869859
201507,040012,3,3,17853
201611,040021,4,2,4653579031
201508,5,2,4,69306
201510,040014,1,0,42639721113
201511,5,2,4,70726
201502,5,3,1,66242093547
201506,040072,3,4,1297
201611,040044,2,4,549
201604,040012,2,2,1272921808
201609,040014,4,2,4921579365
201603,5,4,2,24991805102
201611,040012,1,1,64519446638
201610,040072,4,3,4217
201507,040072,4,2,4384794749
201506,040044,4,1,52967534855
201612,040021,3,3,4198
201510,040036,5,2,319898
201510,040072,3,3,2593
201608,040002,3,3,1649
201601,040002,3,0,8846112231
201501,040021,4,2,9211667462
201610,040014,2,0,36150598076
201605,040021,2,2,553604210
201611,040012,4,4,1996
201507,040002,5,1,391492531
201610,040044,4,0,81068140239
201609,040036,5,1,50080926009
201612,5,1,0,1.78932E+11
201601,040072,2,1,25345418503
201610,040002,2,2,428272486
201505,5,2,3,192984
201509,040002,2,2,412013380
201607,040044,2,4,438
201501,040021,4,1,97686780489
201610,040012,2,3,38143
201603,040044,4,4,597
201608,040021,1,2,379367958
201508,040002,4,1,1.46531E+11
201510,040014,3,2,374496090
201606,040036,1,1,1639464843
201506,040012,5,0,3094131766
201602,040021,1,4,17755
201601,040021,5,3,43
201601,040044,4,2,1247255418
201502,040072,1,2,1013138009
201601,040036,3,3,380
201509,5,1,3,390162
201608,040002,2,4,35868
201606,040044,2,3,560
201512,5,2,2,7438703945
201511,040044,4,4,581
201607,040021,2,3,23869
201503,040036,2,1,1892919836
201602,040012,4,1,2.67377E+11
201605,040044,1,2,50605113
201501,040021,2,1,5651957424
201612,040012,5,4,13
201510,040072,2,3,25400
201505,040012,5,3,42
201507,040012,1,2,2635914177
201512,040002,3,2,91568898
201604,040021,2,3,25224
201502,040014,4,4,1454
201609,040014,5,3,75
201601,5,1,2,6077964707
201602,040002,1,1,9701642327
201510,040012,4,1,2.47801E+11
201610,040002,1,1,11590018637
201612,040014,3,2,377648928
201511,040012,4,1,2.49052E+11
201611,040021,2,4,7279
201603,040044,4,2,1330601158
201610,040012,1,3,222276
201603,040012,5,1,2695108270
201608,040002,1,2,156876335
201608,040012,2,1,25285653551
201508,040014,1,1,39760470632
201609,040021,1,2,396879623
201607,5,3,1,64295594784
201608,040002,4,4,1270
201512,5,5,4,112
201501,040002,4,2,68654686
201508,5,1,1,1.40704E+11
201506,040072,1,2,839706535
201510,040014,3,1,10805464177
201511,040021,3,2,246755716
201508,040072,4,0,1.16151E+11
201510,040072,1,0,11075664348
201512,040002,1,0,9704502166
201506,040014,5,0,4088783425
201602,040072,2,3,32996
201603,040021,4,4,903
201609,040012,5,0,3558304306
201611,040002,4,4,1284
201603,040014,5,3,97
201604,040036,2,1,2243850319
201512,040002,5,1,1331971415
201612,040002,2,2,434154106
201511,5,4,0,1.15776E+12
201608,040044,4,0,80192443220
201501,040072,1,4,16345
201607,040012,4,4,1976
201508,5,3,0,67887170480
201605,040021,4,1,1.11702E+11
201605,040012,1,1,61404907050
201501,040044,4,1,48621269242
201511,040072,1,1,10157850579
201612,040021,5,1,1535979831
201510,040036,1,2,190948071
201511,5,3,3,39595
201504,040044,4,2,1064966913
201607,040002,2,2,424598036
201601,040036,5,0,43712542916
201605,040036,3,3,362
