cve_periodo,cve_institucion,cve_estado,cve_TEC,dat_id_credito_met_cnbv,dat_rfc,MDMC
201612,040021,25,2,51,47,11950234
201612,040014,20,1,8,7,13120464
201612,040002,16,3,5,5,7823275
201612,040014,25,2,45,36,228241087
201612,040014,24,3,10,7,23198717
201612,040014,14,3,47,30,116425370
201612,040012,20,2,9,6,1341976
201612,040014,16,1,41,41,62331179
201612,040012,17,2,31,6,17252433
201612,040012,18,4,2,2,156182140
201612,040002,12,2,23,23,24748392
201612,040002,9,5,2,1,3518698
201612,040014,15,2,58,47,241858508
201612,5,2,2,555,373,541323674
201612,5,3,1,161,134,66167952
201612,5,1,3,88,33,209324176
201612,040012,14,5,1,1,14776320
201512,040012,9,4,22225,212,18655459582
201512,040072,25,4,27,10,122968809
201612,040012,21,1,144,52,114581163
201612,040012,19,3,154,22,200615101
201612,040002,13,1,19,19,14779977
201612,040012,16,3,36,10,72705056
201512,040014,9,2,425,289,774471724
201612,040072,8,4,46,20,1106384378
201512,040072,29,2,8,8,13049812
201512,040072,27,4,6,3,167711087
201612,040012,31,1,83,20,51514896
201512,040072,28,3,7,5,12526131
201612,040072,11,1,234,214,49214552
201512,040021,999,2,2,2,308979
201612,040012,30,2,85,28,55158286
201612,5,9,2,5478,2857,5335461056
201612,040014,27,3,7,6,41138926
201512,040012,23,1,50,29,46982639
201612,040044,11,1,10,6,746826
201512,040014,21,1,65,64,76679289
201512,5,11,2,2576,918,1590437058
201612,5,15,4,3669,188,11838116435
201512,5,10,3,47,21,141441500
201512,5,9,4,28698,723,78167859997
201612,5,12,4,7,3,39779154
201512,040012,25,2,209,38,107896033
201512,040014,21,4,99,21,3730161220
201612,5,14,5,2,1,24492746
201612,5,18,1,10116,3522,59287261
201612,5,17,2,217,135,145039402
201612,5,13,3,27,14,69441464
201612,5,15,1,1686,1063,739164832
201512,5,8,5,2,2,391533840
201512,5,7,3,45,14,70642943
201512,5,9,1,5222,2862,4201521324
201512,5,12,1,184,135,94267621
201512,5,999,4,64,20,4111387887
201512,5,6,4,424,15,998495537
201512,040012,26,1,172,62,98515730
201612,5,14,2,3578,1664,2652851464
201612,5,16,3,292,39,249472424
201512,5,8,2,493,354,511190110
201512,040012,23,4,270,9,55513527
201612,5,10,1,814,188,109810277
201512,040002,25,1,25,25,19637390
201612,5,7,4,120,13,233423008
201612,040014,28,2,24,22,57539787
201612,040021,27,3,3,3,4975901
201612,040014,29,1,1,1,2200000
201612,5,999,2,6,6,92231480
201612,040072,10,2,90,83,33935705
201612,040072,18,3,5,4,7947487
201612,040072,19,2,1216,1038,421429921
201612,040021,29,1,33,32,3174964
201612,040021,26,4,201,13,491727786
201512,040072,30,1,76,72,37883166
201612,040012,29,3,55,2,12116740
201612,040014,26,4,46,21,425782319
201612,040044,32,4,1,1,4500000
201612,040072,9,3,110,97,311653452
201612,5,7,3,80,21,94831117
201512,5,18,1,6652,3096,67812181
201512,040072,18,2,25,21,19055804
201612,040021,2,4,77,11,240394889
201512,040002,7,1,18,18,19818753
201612,040014,28,4,8,6,150752126
201612,040021,31,1,125,122,12089374
201612,040021,5,1,131,125,5472277
201612,040036,9,1,10,9,38625000
201612,040014,31,1,17,16,36471048
201512,040021,20,1,75,64,2956896
201512,040014,14,3,88,44,201022824
201612,040014,13,1,19,18,24061377
201612,040021,15,2,165,160,59755528
201512,040014,13,4,21,4,88381279
201612,040012,10,3,2,2,41789018
201512,040012,18,1,35,13,11810697
201512,040021,19,2,188,142,61398251
201612,040014,7,1,20,18,27779111
201612,040044,22,1,3,3,11626597
201612,040014,6,2,9,8,22355142
201612,040012,9,1,1432,403,911506202
201612,040012,13,3,1,1,521466
201612,040021,14,3,259,11,142953924
201612,040021,13,4,67,4,892112927
201512,040012,17,2,22,9,25267239
201612,040014,8,3,6,6,35890757
201512,040072,5,4,12,7,172459493
201512,040021,18,3,27,1,8131782
201512,040012,15,4,1476,75,3573422427
201512,040012,14,5,1,1,1231226
201512,040014,17,3,24,5,29671326
201612,5,26,4,736,80,4135647235
201612,5,28,2,656,435,600355887
201612,040014,24,2,17,16,47941422
201512,040021,10,2,44,24,5327116
201612,040072,3,1,77,74,2701261
201612,5,2,1,558,460,259944519
201612,5,1,2,411,238,363291048
201512,040036,24,2,4,3,86989661
201612,040072,30,3,27,14,35013758
201612,040072,30,2,125,111,64093498
201512,040072,13,1,11,11,11923515
201512,5,1,3,72,34,166487989
201612,5,1,1,399,261,266384885
201612,040014,9,3,111,70,347445636
201512,040014,13,3,5,4,32855269
201512,040012,16,2,76,19,32960910
201612,040012,7,4,105,4,37345327
201612,040014,7,2,11,11,29178699
201612,040014,11,1,70,65,116148058
201512,040072,1,4,9,6,302609292
201512,5,3,1,110,88,77675400
201512,040014,12,4,2,1,331550
201512,040012,17,1,30,23,22146818
201612,040014,8,1,59,57,136958562
201512,040012,14,4,2213,73,3047443491
201612,040012,9,2,1575,273,1025130239
201612,040012,11,3,245,19,130671990
201612,040012,12,2,23,6,4958372
201512,040002,19,1,53,47,51012260
201512,040044,30,2,5,5,3298000
201512,040044,28,4,6,5,43273567
201612,5,17,1,210,188,72502092
201512,5,9,2,5300,2463,4635624303
201612,040002,28,4,16,14,403131481
201612,040036,14,1,2,2,5000000
201612,040036,11,4,1,1,11381180
201612,040014,15,4,93,43,1630308323
201612,5,31,1,410,328,197039431
201612,040012,18,3,91,4,35638543
201612,040012,17,4,1046,4,103389260
201612,040012,20,1,37,12,16316736
201612,040002,6,2,15,15,10469688
201612,040014,17,2,11,9,21011235
201612,040002,5,3,4,4,19525778
201612,040036,25,4,1,1,3386289
201612,040014,14,5,1,1,9716426
201612,040014,16,3,2,2,15057600
201512,040072,3,4,12,6,412499937
201612,040002,31,1,8,8,20013929
201512,040021,22,2,58,34,13808982
201612,5,15,3,504,128,1037596641
201612,5,25,2,1477,539,1092574111
201612,5,14,4,5380,256,10682414874
201512,5,8,3,247,56,409951212
201512,5,10,1,480,148,96432118
201612,5,26,1,704,496,307579980
201612,5,23,4,2756,45,1962404505
201512,5,7,4,24,16,411619814
201512,040044,32,4,1,1,3500000
201512,040072,5,3,5,4,55700000
201612,040072,4,1,57,57,5801370
201612,040072,2,3,21,19,27563048
201512,040044,23,4,9,7,144853078
201512,040044,29,4,1,1,12300000
201512,5,31,3,44,24,174978775
201612,040002,1,2,31,31,22465983
201512,040002,18,1,5,5,2841619
201612,040072,24,1,185,172,23334636
201512,040012,15,1,515,153,311308152
201512,040044,30,3,5,4,24230449
201612,040021,10,4,2,1,4000000
201512,040044,24,3,5,4,14323035
201512,040012,13,3,2,1,2500000
201512,040036,27,4,1,1,325000000
201512,040044,31,2,3,2,20305402
201612,040036,19,2,1,1,5580000
201512,040002,15,4,59,35,1263869691
201512,040044,26,1,1,1,25873050
201612,5,25,1,1109,706,461945137
201512,040072,4,3,3,2,7500000
201512,040021,19,3,202,10,53756429
201512,040072,6,1,13,13,10928816
201512,040021,20,2,12,10,1291431
201612,040014,18,1,20,17,8620468
201612,5,24,2,509,357,355625407
201612,5,29,3,57,3,43811914
201612,5,23,3,13,13,76137222
201612,040036,21,2,1,1,3000000
201612,040021,17,2,26,26,8473401
201612,040002,7,1,11,11,8658021
201612,5,11,4,4884,152,4887811839
201612,040044,29,2,2,1,305800
201512,040012,30,4,315,14,562255410
201612,040012,32,4,2,2,2160000
201612,040012,24,3,267,6,30845332
201512,040014,30,2,61,48,109594691
201612,040044,30,1,4,4,3549213
201512,040002,26,4,58,24,570792594
201512,040021,29,4,11,2,82583400
201612,040044,9,2,41,39,131944023
201612,040036,5,1,2,2,10000000
201512,040036,4,4,2,1,336520751
201512,040002,32,1,3,3,1341673
201512,040012,31,3,9,6,44175091
201612,040021,4,1,25,24,3889107
201612,040044,27,4,3,3,9715978
201612,5,9,3,2823,430,2974892503
201512,040021,3,4,1,1,2116
201612,040072,20,2,94,74,92025539
201612,5,11,1,2326,1062,974137997
201612,040002,24,4,10,10,109181160
201612,040021,28,3,17,2,13711221
201512,040002,2,2,94,92,120476558
201612,040044,7,1,4,4,319966
201612,040036,28,4,8,2,255904374
201512,040012,29,2,3,3,2336416
201612,040002,27,1,6,6,2013873
201512,040036,8,3,13,4,9597841
201512,040014,25,4,96,28,562712566
201512,040036,9,2,34,15,100477098
201512,040044,15,1,5,4,19246276
201512,040036,15,1,3,3,1384606
201512,040072,29,3,2,2,4684295
201612,5,999,1,6,5,9515698
201612,040044,2,1,3,3,3996982
201612,040044,22,4,8,4,189382622
201612,040044,26,3,8,6,74437274
201612,040072,14,3,66,57,124010333
201512,5,22,3,143,27,137021190
201612,040044,24,2,2,2,8838448
201512,040044,20,4,3,3,68233556
201512,040072,30,2,65,52,83475708
201612,040044,25,1,6,5,15397835
201512,040072,31,1,37,37,25250991
201612,040072,13,4,3,3,120000000
201612,040072,9,1,1024,950,358638303
201612,040072,9,4,124,93,9081565750
201512,040021,12,4,3,1,2863558
201512,040072,9,1,408,371,271072020
201612,5,28,1,921,685,380144023
201612,5,27,2,224,174,106304970
201612,040072,10,3,9,8,49257828
201512,040072,8,2,112,90,116253053
201612,040072,8,5,1,1,20619400
201612,040072,6,4,1,1,625000
201512,040072,32,1,72,67,16565504
201612,040002,7,4,2,2,41000000
201612,5,31,4,516,53,2211685948
201512,5,1,2,464,187,306633591
201612,5,25,4,13064,91,7595415706
201612,5,26,3,186,43,381470506
201512,5,2,1,439,360,269971822
201612,5,32,3,22,8,65774779
201612,040014,14,2,79,69,360758045
201512,040021,18,1,35,26,2833846
201612,040021,12,4,3,1,11239870
201612,040072,7,3,18,13,34545704
201612,040021,14,2,298,207,188769344
201512,040021,15,1,232,221,54697446
201612,040012,23,1,56,29,24906112
201612,040002,8,3,3,3,16000000
201612,040021,15,1,272,262,28554078
201512,040021,12,1,24,19,1352512
201612,040014,8,5,2,2,41238800
201612,040072,3,4,4,4,330039608
201512,5,23,3,152,17,76782977
201512,040014,11,1,105,97,100954765
201512,040014,3,3,7,3,5758899
201612,040014,11,2,34,28,100943701
201512,040014,4,2,6,4,4039331
201512,040044,19,3,11,10,74825549
201512,040012,6,2,42,7,26178564
201612,040012,11,4,4004,29,566487881
201512,040021,10,3,11,7,41919846
201512,040014,9,3,204,105,543931547
201612,040072,5,2,267,233,62574751
201612,040072,4,3,4,4,3036198
201512,040012,11,3,265,21,141912861
201512,040012,7,1,55,43,45362422
201512,040044,15,4,26,22,933770632
201612,040044,21,1,9,9,621789
201612,040002,9,2,641,619,795558857
201612,040021,2,3,45,3,35597681
201612,040014,30,4,53,22,304511791
201612,040044,10,1,2,2,206869
201612,040014,21,4,17,12,4785982647
