cve_periodo,cve_institucion,Concentracion,Monto_Acumulado,Participacion_Acumulada
201504,040021,Cliente 7,17725532882,0.1511
201512,040014,Cliente 190,1.25099E+11,0.497
201601,040044,Cliente 9,19974078709,0.2413
201512,040072,Cliente 100,91337341331,0.5019
201607,040014,Cliente 11,47654204950,0.177
201508,040021,Cliente 20,34427443827,0.2844
201602,040002,Cliente 6,30093193795,0.1414
201506,040021,Cliente 120,77995393937,0.6585
201610,040044,Cliente 5,13769518566,0.1479
201610,040014,Cliente 9,49538895725,0.1728
201604,040014,Cliente 7,31062358576,0.1281
201607,040012,Cliente 120,1.67252E+11,0.4545
201604,040021,Cliente 50,59863846348,0.4563
201606,040044,Cliente 20,25716492595,0.2986
201610,040012,Cliente 4,23144208488,0.0636
201612,040012,Cliente 3,17570097254,0.045
201511,040021,Cliente 6,16281745297,0.1325
201609,040044,Cliente 1,4518680509,0.0489
201601,040002,Cliente 11,40225572793,0.1856
201505,040014,Cliente 5,30350928961,0.13
201604,040072,Cliente 2,8763162365,0.0476
201604,040002,Cliente 6,17009047642,0.0858
201602,040012,Cliente 1,7868396424,0.0231
201612,040012,Cliente 1,6277433631,0.0161
201604,040021,Cliente 160,94738722392,0.7221
201602,040044,Cliente 30,31540451344,0.3857
201612,040044,Cliente 15,25960034941,0.2681
201504,040021,Cliente 110,74238816326,0.6327
201503,040044,Cliente 18,15017579557,0.2565
201603,040021,Cliente 70,69702926204,0.5361
201604,040036,Cliente 1,8598292506,0.0551
201607,040014,Cliente 20,61621786574,0.2288
201606,040072,Cliente 40,66223050342,0.3509
201608,040002,Cliente 3,12678652572,0.0568
201611,040002,Cliente 15,41984418610,0.1709
201506,040012,Cliente 12,45233648812,0.1541
201609,040021,Cliente 50,59437771209,0.437
201510,040072,Cliente 5,14940936739,0.0863
201508,040012,Cliente 19,61596757845,0.2005
201606,040002,Cliente 2,6465658233,0.0304
201612,040012,Cliente 15,59281414536,0.152
201510,040036,Cliente 8,48650506377,0.3414
201504,040002,Cliente 16,36824234215,0.2052
201607,040014,Cliente 40,81272242653,0.3018
201603,040044,Cliente 130,50709388443,0.6315
201610,040002,Cliente 80,91075972867,0.3927
201608,040021,Cliente 180,97839526703,0.7395
201504,040002,Cliente 60,65266130356,0.3638
201507,040044,Cliente 60,31501517329,0.4801
201501,040036,Cliente 14,62597241505,0.4436
201601,040044,Cliente 14,24269540550,0.2931
201503,040014,Cliente 190,1.05572E+11,0.4805
201610,040036,Cliente 9,64265287745,0.3819
201610,040036,Cliente 17,93201730423,0.5539
201501,040002,Cliente 30,42617740606,0.2455
201502,040036,Cliente 300,1.35751E+11,0.9744
201611,040002,Cliente 500,1.72292E+11,0.7015
201611,040012,Cliente 12,50623054224,0.1302
201507,040036,Cliente 1,8048048035,0.0535
201509,040014,Cliente 300,1.32167E+11,0.5478
201611,040021,Cliente 15,30776385797,0.2202
201603,040044,Cliente 18,24026511003,0.2992
201608,040072,Cliente 14,34137980728,0.1808
201609,040036,Cliente 19,1.01287E+11,0.5929
201502,040044,Cliente 20,16600162223,0.2766
201604,040072,Cliente 3,12137130356,0.066
201602,040014,Cliente 70,93351061280,0.3693
201512,040044,Cliente 18,23818525764,0.3057
201603,040002,Cliente 13,28103642854,0.1411
201603,040036,Cliente 20,87476255867,0.5567
201510,040021,Cliente 200,93314892412,0.7625
201612,040002,Cliente 130,1.16295E+11,0.477
201603,040036,Cliente 500,1.55141E+11,0.9873
201611,040014,Cliente 1,6856108238,0.0241
201603,040002,Cliente 11,25289426687,0.127
201606,040044,Cliente 150,56875632014,0.6604
201505,040012,Cliente 19,64872573431,0.2165
201506,040044,Cliente 1,3100865018,0.0484
201507,040012,Cliente 9,39601433909,0.1322
201509,040072,Cliente 80,77801698092,0.4524
201606,040044,Cliente 16,22969981036,0.2667
201604,040072,Cliente 30,55590192367,0.3021
201501,040072,Cliente 9,22157853493,0.1291
201601,040014,Cliente 500,1.59437E+11,0.6265
201608,040012,Cliente 4,24250292328,0.0661
201608,040036,Cliente 160,1.49004E+11,0.9473
201510,040014,Cliente 6,24708845589,0.1039
201512,040044,Cliente 9,17347028580,0.2226
201612,040002,Cliente 7,22154536686,0.0909
201502,040036,Cliente 20,75995250390,0.5455
201501,040036,Cliente 16,68369729080,0.4845
201503,040072,Cliente 190,96391560227,0.5677
201510,040072,Cliente 6,17430680687,0.1006
201604,040044,Cliente 100,48174289436,0.5818
201603,040044,Cliente 5,13082986130,0.1629
201508,040012,Cliente 80,1.19077E+11,0.3876
201508,040072,Cliente 160,95149799640,0.557
201512,040021,Cliente 100,76757582340,0.608
201508,040002,Cliente 190,1.04472E+11,0.5454
201604,040072,Cliente 20,44723035351,0.2431
201504,040044,Cliente 10,14012384441,0.2243
201609,040002,Cliente 100,98895383225,0.4321
201510,040072,Cliente 10,26707835479,0.1542
201609,040012,Cliente 10,47817291830,0.1283
201512,040021,Cliente 7,17771425753,0.1408
201503,040044,Cliente 100,33248116689,0.5679
201505,040044,Cliente 12,14192301323,0.2283
201505,040002,Cliente 200,1.05718E+11,0.5698
201604,040012,Cliente 170,1.74624E+11,0.5121
201611,040002,Cliente 150,1.26168E+11,0.5137
201512,040044,Cliente 14,21367273758,0.2742
201503,040036,Cliente 1,7641320555,0.0516
201611,040072,Cliente 110,1.03421E+11,0.516
201603,040036,Cliente 1000,1.557E+11,0.9908
201512,040014,Cliente 500,1.57603E+11,0.6261
201611,040072,Cliente 130,1.08696E+11,0.5423
201501,040002,Cliente 8,18683953676,0.1076
201610,040021,Cliente 18,33523155613,0.2459
201504,040044,Cliente 170,43773770511,0.7006
201505,040002,Cliente 16,36366499151,0.196
201602,040072,Cliente 190,1.1433E+11,0.6068
201510,040044,Cliente 10,18449452875,0.2465
201504,040072,Cliente 15,31465298666,0.1864
201503,040012,Cliente 6,31014993428,0.1071
201609,040012,Cliente 18,70769936091,0.1898
201601,040012,Cliente 10,49387129110,0.1454
201606,040036,Cliente 40,1.19201E+11,0.7461
201608,040021,Cliente 9,19730117339,0.1491
201510,040012,Cliente 500,2.15186E+11,0.6719
201505,040014,Cliente 110,98597642189,0.4223
201509,040072,Cliente 110,86261033982,0.5016
201606,040036,Cliente 16,83127955479,0.5203
201512,040021,Cliente 90,73563590537,0.5827
201510,040021,Cliente 30,43421133795,0.3548
201601,040012,Cliente 30,88194015271,0.2596
201606,040012,Cliente 140,1.75002E+11,0.4854
201607,040002,Cliente 17,41380411614,0.1853
201512,040014,Cliente 19,51559806316,0.2048
201610,040072,Cliente 13,32626707958,0.1688
201611,040014,Cliente 19,63094769710,0.2215
201508,040072,Cliente 18,37676649081,0.2206
201503,040014,Cliente 2,9994619690,0.0455
201502,040002,Cliente 100,73759086327,0.4294
201606,040014,Cliente 16,46462942060,0.1815
201611,040012,Cliente 13,53606464733,0.1378
201605,040021,Cliente 400,1.19492E+11,0.877
201612,040012,Cliente 17,64074172864,0.1642
201609,040072,Cliente 120,1.00403E+11,0.5235
201501,040012,Cliente 13,48425527151,0.171
201507,040012,Cliente 3,17106687091,0.0571
201507,040002,Cliente 190,99473366795,0.5365
201508,040044,Cliente 110,40840249194,0.6013
201507,040044,Cliente 40,26742356354,0.4075
201503,040072,Cliente 150,90735260785,0.5344
201603,040044,Cliente 160,54054035048,0.6731
201601,040021,Cliente 200,98908217740,0.7645
201606,040021,Cliente 40,54272185480,0.4009
201502,040021,Cliente 190,95341620919,0.7638
201501,040014,Cliente 11,31396633491,0.1427
201606,040044,Cliente 80,45794170673,0.5317
201602,040044,Cliente 170,57390122920,0.7018
201605,040036,Cliente 19,90247560817,0.5691
201608,040014,Cliente 18,67069980025,0.2418
201612,040072,Cliente 180,1.24491E+11,0.6004
201512,040044,Cliente 3,9514992948,0.1221
201503,040014,Cliente 6,21464527776,0.0977
201501,040014,Cliente 130,97063920072,0.4413
201604,040036,Cliente 90,1.38366E+11,0.887
201508,040014,Cliente 16,42383336752,0.1859
201601,040044,Cliente 400,72124208097,0.8711
201505,040036,Cliente 170,1.49288E+11,0.9482
201509,040044,Cliente 1,4566324322,0.0606
201605,040014,Cliente 5,24970337679,0.1029
201601,040072,Cliente 1,5010382454,0.0271
201609,040021,Cliente 500,1.21752E+11,0.895
201604,040021,Cliente 1000,1.24052E+11,0.9456
201608,040072,Cliente 130,1.0073E+11,0.5334
201503,040002,Cliente 5,19872490976,0.1095
201609,040021,Cliente 16,30566208294,0.2247
201612,040021,Cliente 10,23606029017,0.169
201608,040012,Cliente 70,1.34699E+11,0.3672
201504,040002,Cliente 1,8847659607,0.0493
201607,040036,Cliente 150,1.47855E+11,0.9426
201510,040014,Cliente 50,67212639964,0.2826
201603,040044,Cliente 15,22301907233,0.2777
201611,040044,Cliente 8,18000390029,0.1863
201607,040036,Cliente 18,87280359368,0.5564
201604,040036,Cliente 15,78228633601,0.5015
201503,040072,Cliente 110,82087659538,0.4834
201607,040072,Cliente 9,26494200164,0.1371
201512,040072,Cliente 8,25103424737,0.1379
201502,040002,Cliente 10,21700233561,0.1263
201505,040014,Cliente 11,40177421692,0.1721
201606,040014,Cliente 3,17169228695,0.0671
201607,040014,Cliente 100,1.14551E+11,0.4254
201610,040021,Cliente 200,1.03985E+11,0.7628
201612,040036,Cliente 100,1.63021E+11,0.9197
201602,040002,Cliente 4,25361745295,0.1192
201611,040021,Cliente 120,91675370945,0.6559
201504,040012,Cliente 80,1.20407E+11,0.4072
201501,040044,Cliente 30,20203771275,0.3382
201602,040044,Cliente 400,70783702898,0.8656
201605,040044,Cliente 60,39793773673,0.4719
201603,040036,Cliente 14,72857312452,0.4636
201610,040036,Cliente 180,1.61433E+11,0.9594
201511,040072,Cliente 40,59737272944,0.34
201603,040072,Cliente 190,1.12139E+11,0.6015
201506,040014,Cliente 1000,1.64915E+11,0.711
201503,040021,Cliente 14,26800690012,0.2287
201506,040072,Cliente 19,36461427291,0.216
201506,040021,Cliente 3,10123043504,0.0855
201502,040014,Cliente 13,31564666904,0.1458
201507,040012,Cliente 150,1.44733E+11,0.4833
201504,040014,Cliente 19,47169012655,0.2037
201606,040002,Cliente 13,28348065509,0.1333
201609,040036,Cliente 12,81120363335,0.4749
201607,040002,Cliente 200,1.23637E+11,0.5536
201507,040044,Cliente 18,18865565745,0.2875
201501,040072,Cliente 140,87653775418,0.5107
201508,040014,Cliente 190,1.10096E+11,0.4829
201605,040044,Cliente 3,8865107230,0.1051
201603,040021,Cliente 150,92159540059,0.7088
201504,040021,Cliente 19,32528997690,0.2772
201509,040072,Cliente 18,37581563820,0.2185
201510,040036,Cliente 160,1.34025E+11,0.9405
201609,040044,Cliente 15,24737750177,0.2679
201507,040044,Cliente 90,36856675646,0.5617
201508,040002,Cliente 120,89539426933,0.4674
201512,040036,Cliente 40,1.11521E+11,0.7364
201505,040021,Cliente 400,1.02482E+11,0.872
201607,040044,Cliente 19,25381448419,0.2875
201609,040014,Cliente 120,1.32696E+11,0.4647
201610,040002,Cliente 2,9673324622,0.0417
201508,040044,Cliente 70,34481226676,0.5076
201612,040036,Cliente 4,38704135949,0.2183
201609,040044,Cliente 180,65593004355,0.7103
201504,040072,Cliente 200,97549689605,0.5777
201606,040002,Cliente 1,3356709918,0.0158
201606,040072,Cliente 90,91195173554,0.4832
201505,040014,Cliente 180,1.14169E+11,0.489
201604,040021,Cliente 400,1.14773E+11,0.8749
201510,040012,Cliente 120,1.44551E+11,0.4513
201612,040072,Cliente 1000,1.65287E+11,0.7971
201604,040014,Cliente 16,44641074069,0.1841
201504,040021,Cliente 16,29430647048,0.2508
201507,040021,Cliente 30,42002065120,0.355
201610,040072,Cliente 4,13732655334,0.071
201608,040021,Cliente 90,76388205184,0.5774
201510,040012,Cliente 14,52854798168,0.165
201609,040002,Cliente 19,43950794666,0.192
201612,040014,Cliente 18,54119115376,0.1964
201507,040044,Cliente 13,16173688156,0.2465
201605,040014,Cliente 150,1.08023E+11,0.445
201502,040044,Cliente 60,27712057122,0.4617
201504,040072,Cliente 130,87016974913,0.5154
201604,040012,Cliente 11,50969945494,0.1495
201506,040072,Cliente 130,87307057157,0.5172
201502,040002,Cliente 5,12445948128,0.0725
201511,040002,Cliente 300,1.28095E+11,0.6228
201503,040044,Cliente 190,41687122209,0.712
201604,040012,Cliente 90,1.4102E+11,0.4135
201504,040012,Cliente 7,37894537684,0.1281
201601,040002,Cliente 7,32758824948,0.1512
201604,040044,Cliente 500,74489924097,0.8996
201509,040021,Cliente 7,17459349270,0.1445
201608,040012,Cliente 17,67751959924,0.1847
201602,040012,Cliente 14,59927652837,0.1757
201601,040044,Cliente 7,17770679055,0.2146
201610,040044,Cliente 17,25793027496,0.2771
201510,040044,Cliente 3,9740705736,0.1301
201502,040012,Cliente 170,1.47455E+11,0.522
201606,040012,Cliente 150,1.78946E+11,0.4964
201604,040014,Cliente 110,98362154097,0.4057
201503,040036,Cliente 100,1.31637E+11,0.8887
201512,040002,Cliente 2,18669261243,0.0881
201504,040012,Cliente 300,1.81635E+11,0.6142
201504,040021,Cliente 5,14399775812,0.1227
201608,040036,Cliente 50,1.25782E+11,0.7996
201610,040014,Cliente 17,67035391028,0.2338
201611,040021,Cliente 1,3408713476,0.0244
201606,040036,Cliente 12,71049965848,0.4447
201504,040002,Cliente 4,17221077412,0.096
201512,040072,Cliente 140,1.00876E+11,0.5543
201511,040021,Cliente 16,30335080134,0.2469
201511,040036,Cliente 140,1.31351E+11,0.9309
201512,040072,Cliente 18,42497029981,0.2335
201605,040072,Cliente 190,1.11864E+11,0.5988
201604,040072,Cliente 70,79872810482,0.4341
201511,040002,Cliente 190,1.13077E+11,0.5498
201504,040012,Cliente 6,34476020887,0.1166
201601,040002,Cliente 300,1.37992E+11,0.6368
201601,040012,Cliente 70,1.26979E+11,0.3738
201611,040072,Cliente 80,93027068519,0.4641
201601,040044,Cliente 190,60576601388,0.7317
201507,040072,Cliente 15,33669938426,0.1963
201511,040021,Cliente 9,21057030679,0.1714
201606,040072,Cliente 4,13960886806,0.074
201612,040044,Cliente 60,46398004103,0.4791
201506,040044,Cliente 100,37280413998,0.5814
201607,040036,Cliente 9,58656222060,0.3739
201506,040036,Cliente 12,64059610379,0.4215
201611,040012,Cliente 90,1.54254E+11,0.3966
201602,040012,Cliente 500,2.33005E+11,0.6833
201603,040072,Cliente 200,1.13619E+11,0.6095
201604,040014,Cliente 60,77561907420,0.3199
201512,040002,Cliente 15,42839910996,0.2021
201603,040044,Cliente 300,64266431463,0.8003
201506,040072,Cliente 14,30610931334,0.1813
201605,040072,Cliente 14,36899318744,0.1975
201605,040036,Cliente 20,92479239200,0.5832
201506,040002,Cliente 18,36230204412,0.1975
201502,040002,Cliente 19,32189297019,0.1874
201512,040002,Cliente 10,36260187038,0.1711
201506,040072,Cliente 6,16764313332,0.0993
201510,040012,Cliente 3,17827749143,0.0557
201508,040021,Cliente 110,77491667361,0.6401
201603,040021,Cliente 14,29004604202,0.2231
201511,040044,Cliente 3,9597201580,0.1269
201507,040014,Cliente 17,45038662655,0.1962
201504,040021,Cliente 9,20731058749,0.1767
201601,040014,Cliente 3,21931864685,0.0862
201604,040021,Cliente 110,83728861807,0.6382
201503,040072,Cliente 30,46137582439,0.2717
201510,040072,Cliente 30,50049657941,0.2889
201601,040036,Cliente 2,16789029642,0.1044
201602,040036,Cliente 19,89727231412,0.5579
201606,040044,Cliente 17,23677756672,0.2749
201501,040012,Cliente 30,74781952084,0.264
201508,040021,Cliente 160,87442992320,0.7223
201607,040072,Cliente 60,80010168491,0.414
201606,040044,Cliente 50,37846981307,0.4394
201604,040072,Cliente 11,31086670396,0.1689
201601,040014,Cliente 90,1.00358E+11,0.3943
201601,040072,Cliente 10,29721998346,0.1607
201506,040002,Cliente 20,38116611440,0.2078
201608,040044,Cliente 16,24943981667,0.2717
201610,040044,Cliente 180,66156750296,0.7108
201606,040021,Cliente 400,1.18504E+11,0.8754
201604,040012,Cliente 14,58375581162,0.1712
201608,040044,Cliente 70,46837355213,0.5101
201506,040014,Cliente 150,1.06233E+11,0.458
201511,040036,Cliente 70,1.18703E+11,0.8413
201602,040002,Cliente 200,1.20277E+11,0.5653
201603,040044,Cliente 14,21611818955,0.2691
201509,040021,Cliente 13,25749744698,0.213
201503,040021,Cliente 1000,1.10343E+11,0.9415
201504,040002,Cliente 110,83081898879,0.463
201509,040036,Cliente 190,1.40175E+11,0.9528
201612,040036,Cliente 200,1.7191E+11,0.9698
201603,040036,Cliente 6,40302809766,0.2565
201602,040036,Cliente 16,81721573364,0.5081
201602,040044,Cliente 300,66436990090,0.8124
201511,040036,Cliente 2,15661052845,0.111
201606,040012,Cliente 20,73478010740,0.2038
201512,040044,Cliente 90,44700814910,0.5736
201505,040002,Cliente 4,17234319345,0.0929
201607,040072,Cliente 7,21807151239,0.1128
201503,040044,Cliente 60,26623221686,0.4547
201507,040012,Cliente 300,1.77491E+11,0.5926
201507,040014,Cliente 120,96760082620,0.4214
201604,040012,Cliente 17,65013662535,0.1907
201511,040044,Cliente 4,11463933295,0.1515
201505,040002,Cliente 180,1.02462E+11,0.5522
201512,040036,Cliente 12,64866742993,0.4284
201612,040014,Cliente 120,1.19384E+11,0.4333
201501,040012,Cliente 19,59688612644,0.2107
201605,040072,Cliente 12,33426980308,0.1789
201503,040021,Cliente 30,40712701238,0.3474
201510,040014,Cliente 140,1.02417E+11,0.4306
201602,040072,Cliente 19,46619443555,0.2474
201505,040036,Cliente 90,1.38629E+11,0.8805
201507,040044,Cliente 12,15546470301,0.2369
201512,040021,Cliente 500,1.12979E+11,0.8949
201506,040012,Cliente 80,1.11978E+11,0.3816
201505,040002,Cliente 500,1.31498E+11,0.7087
201605,040012,Cliente 110,1.59198E+11,0.4514
201601,040036,Cliente 200,1.54744E+11,0.9626
201601,040036,Cliente 100,1.45909E+11,0.9077
201609,040002,Cliente 40,64732386470,0.2828
201610,040044,Cliente 80,50408153536,0.5416
201612,040002,Cliente 15,38147958119,0.1565
201605,040044,Cliente 19,24554782563,0.2912
201505,040072,Cliente 60,66713350907,0.3919
201602,040036,Cliente 5,36276832869,0.2256
201501,040072,Cliente 1,4150912745,0.0242
201605,040021,Cliente 3,9598976209,0.0704
201504,040021,Cliente 80,65352642032,0.5569
201506,040072,Cliente 140,89315433454,0.5291
201507,040036,Cliente 80,1.29415E+11,0.8603
201507,040036,Cliente 1000,1.49474E+11,0.9937
201606,040012,Cliente 400,2.33387E+11,0.6474
201612,040044,Cliente 130,62444807955,0.6448
201512,040036,Cliente 130,1.40704E+11,0.9291
201507,040014,Cliente 1000,1.63217E+11,0.7108
201505,040036,Cliente 6,38307734510,0.2433
201508,040002,Cliente 6,21941342385,0.1145
201512,040012,Cliente 16,56252129563,0.1742
201511,040012,Cliente 80,1.2319E+11,0.3843
201504,040036,Cliente 180,1.48673E+11,0.9504
201610,040044,Cliente 2,7537835899,0.081
201503,040014,Cliente 110,88548971421,0.403
201512,040014,Cliente 120,1.08915E+11,0.4327
201608,040072,Cliente 170,1.0882E+11,0.5763
201601,040002,Cliente 16,47550245057,0.2194
201510,040072,Cliente 3,9669463402,0.0558
201602,040012,Cliente 180,1.80284E+11,0.5287
201603,040044,Cliente 7,15540169492,0.1935
201606,040072,Cliente 130,1.0233E+11,0.5421
201501,040012,Cliente 400,1.84251E+11,0.6505
201608,040021,Cliente 5,12804126799,0.0968
201610,040002,Cliente 130,1.10597E+11,0.4769
201601,040021,Cliente 4,11921070987,0.0921
201504,040021,Cliente 11,23391624257,0.1993
201605,040044,Cliente 170,58195333433,0.6902
201612,040002,Cliente 1000,1.89257E+11,0.7763
201505,040014,Cliente 50,72336812237,0.3098
201505,040012,Cliente 14,55910500444,0.1866
201603,040021,Cliente 1,3336690039,0.0257
201608,040021,Cliente 11,22728934653,0.1718
201606,040021,Cliente 11,24419228615,0.1804
201510,040036,Cliente 14,70499214338,0.4947
201602,040002,Cliente 120,1.02907E+11,0.4837
201611,040036,Cliente 160,1.77552E+11,0.9572
201502,040072,Cliente 150,89531273861,0.5263
201506,040021,Cliente 50,53940602257,0.4554
201511,040072,Cliente 170,1.00685E+11,0.5731
201608,040014,Cliente 200,1.48409E+11,0.5351
201604,040012,Cliente 40,99708413046,0.2924
201511,040036,Cliente 15,70907278855,0.5026
201512,040044,Cliente 8,16428512330,0.2108
201608,040036,Cliente 200,1.51252E+11,0.9616
201609,040072,Cliente 13,32191134451,0.1678
201510,040012,Cliente 150,1.55758E+11,0.4863
201606,040002,Cliente 9,22332380253,0.105
201612,040014,Cliente 30,68838538603,0.2498
201503,040036,Cliente 12,60163762207,0.4062
201509,040072,Cliente 1000,1.33616E+11,0.777
201505,040012,Cliente 30,79484401011,0.2653
201611,040044,Cliente 50,42014652208,0.4349
201512,040036,Cliente 8,49255787088,0.3253
201505,040072,Cliente 160,93312422350,0.5482
201508,040021,Cliente 150,85881001133,0.7094
201508,040044,Cliente 170,46883126653,0.6902
201509,040072,Cliente 10,27057062983,0.1573
201508,040044,Cliente 20,19913296194,0.2932
201511,040002,Cliente 80,86141943903,0.4188
201610,040044,Cliente 200,68112707977,0.7318
201607,040021,Cliente 80,73249856488,0.5511
201604,040036,Cliente 160,1.47115E+11,0.943
201611,040021,Cliente 18,34691558268,0.2482
201510,040036,Cliente 5,34464346633,0.2418
201606,040036,Cliente 100,1.44514E+11,0.9046
201506,040021,Cliente 16,30092189131,0.2541
201505,040014,Cliente 140,1.06211E+11,0.4549
201606,040044,Cliente 12,19963382866,0.2318
201606,040044,Cliente 130,54449860603,0.6322
201507,040021,Cliente 130,79951693784,0.6758
201608,040012,Cliente 15,62920141621,0.1715
201509,040014,Cliente 6,29193900588,0.121
201508,040036,Cliente 13,68046092915,0.4452
201503,040044,Cliente 16,14239825770,0.2432
201510,040072,Cliente 190,1.01229E+11,0.5844
201502,040021,Cliente 7,21159673500,0.1695
201512,040014,Cliente 18,50278872375,0.1997
201602,040072,Cliente 12,34884969511,0.1851
201608,040044,Cliente 10,19633541073,0.2138
201606,040014,Cliente 160,1.19332E+11,0.466
201501,040021,Cliente 140,87871623861,0.7011
201603,040036,Cliente 1,8627554452,0.0549
201508,040012,Cliente 10,42883043737,0.1396
201607,040036,Cliente 11,67610636065,0.431
201609,040002,Cliente 13,34971966877,0.1528
201610,040036,Cliente 3,27382357979,0.1627
201609,040002,Cliente 140,1.12242E+11,0.4904
201511,040044,Cliente 120,48203210063,0.6371
201606,040014,Cliente 17,47756233561,0.1865
201502,040002,Cliente 140,84303548585,0.4908
201606,040044,Cliente 1000,84829796460,0.9849
201502,040021,Cliente 14,31116420115,0.2493
201511,040021,Cliente 70,65768084597,0.5352
201505,040012,Cliente 400,1.95924E+11,0.6539
201611,040002,Cliente 70,93160925062,0.3793
201609,040012,Cliente 15,62939593389,0.1688
201605,040014,Cliente 60,77217669611,0.3181
201607,040021,Cliente 40,51765718678,0.3895
201608,040012,Cliente 150,1.78921E+11,0.4878
201610,040002,Cliente 110,1.03878E+11,0.4479
201609,040036,Cliente 180,1.63908E+11,0.9595
201607,040044,Cliente 400,75497732929,0.8551
201508,040002,Cliente 100,83722410276,0.437
201601,040036,Cliente 17,84297300337,0.5244
201607,040021,Cliente 170,97126652320,0.7308
201602,040012,Cliente 80,1.3687E+11,0.4014
201612,040072,Cliente 7,20891952037,0.1008
201608,040014,Cliente 160,1.40518E+11,0.5066
201601,040044,Cliente 60,41808969805,0.505
201508,040044,Cliente 120,42063060125,0.6193
201501,040012,Cliente 9,38637326069,0.1364
201501,040014,Cliente 15,36627711104,0.1665
201610,040002,Cliente 100,99990820591,0.4312
201604,040072,Cliente 14,36410914937,0.1979
201503,040072,Cliente 400,1.12892E+11,0.6648
201609,040072,Cliente 80,87667372127,0.4571
201512,040014,Cliente 130,1.1188E+11,0.4444
201604,040036,Cliente 11,64792005575,0.4153
201503,040044,Cliente 150,38582972436,0.659
201611,040002,Cliente 12,36380939588,0.1481
201609,040072,Cliente 2,7700204872,0.0401
201611,040014,Cliente 17,60027029296,0.2107
201510,040014,Cliente 150,1.04704E+11,0.4402
201507,040072,Cliente 3,10205779031,0.0595
201605,040072,Cliente 3,12376913590,0.0663
201509,040014,Cliente 200,1.18828E+11,0.4925
201503,040072,Cliente 10,24065085201,0.1417
201511,040012,Cliente 2,12857446537,0.0401
201604,040044,Cliente 20,25216248947,0.3045
201605,040072,Cliente 90,89519785587,0.4792
201606,040002,Cliente 16,32379422564,0.1523
201503,040036,Cliente 190,1.41111E+11,0.9526
201608,040012,Cliente 190,1.93167E+11,0.5267
201512,040021,Cliente 2,6660771673,0.0528
201605,040021,Cliente 13,27497907248,0.2018
201503,040012,Cliente 14,51190634481,0.1768
201501,040044,Cliente 17,15537537543,0.2601
201503,040014,Cliente 60,67874466185,0.3089
201503,040036,Cliente 15,69403860527,0.4685
201504,040012,Cliente 8,41217386580,0.1394
201609,040072,Cliente 17,38658062916,0.2015
201507,040012,Cliente 60,1.01586E+11,0.3392
201504,040072,Cliente 12,27789210770,0.1646
201609,040002,Cliente 10,28894041611,0.1262
201502,040036,Cliente 400,1.37063E+11,0.9838
201503,040021,Cliente 150,82506443159,0.704
201609,040012,Cliente 60,1.29732E+11,0.348
201612,040014,Cliente 9,38099459984,0.1383
201606,040012,Cliente 100,1.56244E+11,0.4334
201510,040021,Cliente 100,75309902134,0.6154
201511,040002,Cliente 11,36840234224,0.1791
201607,040021,Cliente 130,89001862832,0.6697
201609,040072,Cliente 19,41657451014,0.2172
201611,040002,Cliente 3,16322469986,0.0665
201606,040014,Cliente 19,50245945662,0.1962
201606,040012,Cliente 16,64618803758,0.1792
201511,040072,Cliente 60,72139338940,0.4106
201611,040002,Cliente 400,1.64816E+11,0.671
201501,040072,Cliente 80,72003493738,0.4195
201612,040012,Cliente 190,2.02701E+11,0.5196
201508,040044,Cliente 1000,67260989538,0.9902
201503,040021,Cliente 160,84110999802,0.7176
201502,040036,Cliente 1000,1.38315E+11,0.9928
201609,040002,Cliente 130,1.09349E+11,0.4777
201605,040021,Cliente 14,28930872270,0.2123
201502,040014,Cliente 12,30341601820,0.1401
201605,040044,Cliente 12,19758747485,0.2343
201604,040012,Cliente 1000,2.60802E+11,0.7648
201606,040012,Cliente 190,1.92695E+11,0.5345
201505,040044,Cliente 15,15710620547,0.2527
201605,040044,Cliente 18,23913162419,0.2836
201511,040044,Cliente 5,13166531128,0.174
201603,040036,Cliente 3,23873105414,0.1519
201603,040072,Cliente 2,8744066265,0.0469
201509,040012,Cliente 120,1.4606E+11,0.4606
201601,040072,Cliente 18,43385114733,0.2346
201511,040002,Cliente 160,1.0744E+11,0.5224
201604,040044,Cliente 1000,81734353290,0.9871
201512,040044,Cliente 400,67650927136,0.8682
201506,040044,Cliente 90,35863135956,0.5593
201612,040012,Cliente 60,1.30458E+11,0.3344
201611,040044,Cliente 19,27335714847,0.2829
201511,040014,Cliente 500,1.4994E+11,0.6161
201512,040036,Cliente 120,1.39564E+11,0.9216
201512,040072,Cliente 13,35067002480,0.1927
201610,040002,Cliente 11,30623662618,0.1321
201501,040014,Cliente 70,77492449723,0.3523
201612,040012,Cliente 40,1.05876E+11,0.2714
201512,040072,Cliente 19,43871001090,0.2411
201501,040014,Cliente 18,40230366311,0.1829
201509,040002,Cliente 100,91878436250,0.4599
201607,040036,Cliente 160,1.48556E+11,0.947
201511,040036,Cliente 90,1.24274E+11,0.8808
201612,040002,Cliente 90,99930257112,0.4099
201603,040012,Cliente 110,1.53243E+11,0.4487
201508,040036,Cliente 3,22908883495,0.1499
201609,040036,Cliente 80,1.51546E+11,0.8871
201606,040002,Cliente 70,75406925933,0.3547
201504,040002,Cliente 14,34660570384,0.1932
201508,040002,Cliente 13,33236294831,0.1735
201508,040072,Cliente 40,57810921489,0.3384
201612,040002,Cliente 110,1.08901E+11,0.4467
