cve_periodo,cve_institucion,Concentracion,Monto_Acumulado,Participacion_Acumulada
201508,040014,Cliente 17,43415619124,0.1904
201509,040072,Cliente 8,22582785045,0.1313
201611,040072,Cliente 6,18275134772,0.0912
201503,040044,Cliente 300,47417811182,0.8099
201509,040044,Cliente 13,20514863759,0.2723
201509,040021,Cliente 110,77478567250,0.641
201507,040072,Cliente 60,69079748652,0.4028
201605,040072,Cliente 2,8523877465,0.0456
201504,040021,Cliente 400,1.02432E+11,0.8729
201603,040072,Cliente 16,41531295381,0.2228
201509,040072,Cliente 150,94828463894,0.5514
201504,040036,Cliente 300,1.52909E+11,0.9775
201503,040072,Cliente 1,4112182539,0.0242
201609,040014,Cliente 9,49442327063,0.1731
201510,040002,Cliente 8,29041593357,0.1451
201610,040036,Cliente 200,1.62471E+11,0.9656
201502,040021,Cliente 400,1.09271E+11,0.8754
201608,040036,Cliente 5,38977873785,0.2478
201505,040002,Cliente 80,75995831864,0.4096
201603,040014,Cliente 15,44188688308,0.1836
201510,040014,Cliente 1,8592187546,0.0361
201504,040002,Cliente 100,80156396906,0.4467
201502,040036,Cliente 80,1.18331E+11,0.8494
201608,040002,Cliente 150,1.11556E+11,0.4994
201601,040036,Cliente 300,1.57765E+11,0.9814
201610,040021,Cliente 2,6507183474,0.0477
201511,040002,Cliente 3,19831478934,0.0964
201602,040002,Cliente 50,74255617979,0.349
201510,040014,Cliente 500,1.45143E+11,0.6103
201509,040012,Cliente 15,58791943052,0.1854
201610,040044,Cliente 160,63958759754,0.6872
201601,040036,Cliente 6,41012634121,0.2551
201511,040036,Cliente 160,1.32859E+11,0.9416
201508,040012,Cliente 30,76658027854,0.2495
201601,040021,Cliente 110,81776820639,0.6321
201506,040044,Cliente 3,6366490822,0.0993
201505,040012,Cliente 10,46454645105,0.1551
201512,040036,Cliente 90,1.34535E+11,0.8884
201504,040012,Cliente 1,10004840278,0.0338
201609,040044,Cliente 7,17405885771,0.1885
201601,040012,Cliente 200,1.83694E+11,0.5407
201511,040002,Cliente 200,1.14751E+11,0.558
201508,040072,Cliente 8,22638509743,0.1325
201501,040036,Cliente 150,1.30957E+11,0.928
201606,040014,Cliente 170,1.21429E+11,0.4742
201606,040044,Cliente 15,22246561562,0.2583
201602,040012,Cliente 40,1.02964E+11,0.3019
201511,040021,Cliente 170,89830625874,0.7311
201607,040014,Cliente 12,49619958149,0.1843
201507,040012,Cliente 100,1.25228E+11,0.4181
201601,040044,Cliente 1,4915105564,0.0594
201604,040072,Cliente 150,1.01587E+11,0.5521
201611,040072,Cliente 2,7665584178,0.0382
201601,040036,Cliente 140,1.51046E+11,0.9396
201506,040012,Cliente 500,1.97237E+11,0.6721
201610,040014,Cliente 80,1.18115E+11,0.4119
201609,040044,Cliente 130,59530137497,0.6446
201510,040036,Cliente 10,57469477217,0.4033
201506,040014,Cliente 6,30801858707,0.1328
201610,040014,Cliente 8,46535448203,0.1623
201603,040036,Cliente 4,29877761542,0.1901
201506,040012,Cliente 40,82445251666,0.2809
201605,040012,Cliente 11,53382083169,0.1514
201507,040044,Cliente 17,18370379223,0.28
201505,040021,Cliente 16,29697793099,0.2527
201502,040014,Cliente 15,33990180996,0.157
201507,040044,Cliente 15,17322721094,0.264
201603,040014,Cliente 16,45313377972,0.1883
201509,040002,Cliente 8,32103351456,0.1607
201512,040036,Cliente 17,78949611369,0.5213
201610,040072,Cliente 160,1.10262E+11,0.5703
201511,040002,Cliente 15,42759766141,0.2079
201511,040044,Cliente 7,16003086822,0.2115
201502,040036,Cliente 100,1.2297E+11,0.8827
201512,040012,Cliente 3,18532684236,0.0574
201510,040021,Cliente 7,17785842275,0.1453
201510,040072,Cliente 7,19910200300,0.1149
201611,040014,Cliente 100,1.21379E+11,0.426
201504,040044,Cliente 6,10445052369,0.1672
201609,040044,Cliente 400,79599606410,0.862
201507,040012,Cliente 11,44621686906,0.149
201506,040021,Cliente 14,27740283955,0.2342
201612,040072,Cliente 10,27225048210,0.1313
201504,040036,Cliente 40,1.14549E+11,0.7323
201506,040014,Cliente 300,1.27749E+11,0.5508
201510,040072,Cliente 50,64838053439,0.3743
201506,040002,Cliente 160,95068721905,0.5183
201502,040021,Cliente 11,27236747528,0.2182
201507,040036,Cliente 50,1.16367E+11,0.7736
201609,040036,Cliente 100,1.55958E+11,0.9129
201605,040002,Cliente 100,87075914332,0.4234
201607,040044,Cliente 170,60467878393,0.6849
201501,040021,Cliente 110,80877169910,0.6453
201506,040014,Cliente 3,23153464526,0.0998
201612,040014,Cliente 400,1.64336E+11,0.5964
201612,040014,Cliente 110,1.16069E+11,0.4213
201502,040036,Cliente 13,58306956329,0.4185
201505,040021,Cliente 110,74550166566,0.6343
201606,040021,Cliente 50,60754809622,0.4488
201608,040044,Cliente 400,79059482174,0.8611
201612,040021,Cliente 7,18187651038,0.1302
201602,040014,Cliente 200,1.29366E+11,0.5117
201610,040012,Cliente 1,7025360833,0.0193
201611,040014,Cliente 60,1.00696E+11,0.3534
201604,040014,Cliente 80,87759647801,0.362
201504,040036,Cliente 150,1.46401E+11,0.9359
201509,040012,Cliente 16,60914820989,0.1921
201506,040044,Cliente 9,12727205492,0.1985
201510,040014,Cliente 12,35766461546,0.1504
201607,040044,Cliente 70,44135272576,0.4999
201610,040012,Cliente 120,1.5867E+11,0.4362
201504,040012,Cliente 12,51643112993,0.1746
201501,040014,Cliente 3,16079807887,0.0731
201511,040072,Cliente 130,93036953806,0.5296
201505,040012,Cliente 180,1.59358E+11,0.5319
201509,040002,Cliente 140,1.0221E+11,0.5116
201502,040014,Cliente 16,35173779764,0.1624
201603,040044,Cliente 110,48028001379,0.5981
201603,040012,Cliente 90,1.42723E+11,0.4179
201501,040036,Cliente 80,1.19769E+11,0.8487
201609,040044,Cliente 16,25488088094,0.276
201509,040002,Cliente 10,35738283003,0.1789
201508,040002,Cliente 5,19927394385,0.104
201604,040002,Cliente 180,1.03254E+11,0.5211
201510,040044,Cliente 14,21125063537,0.2822
201510,040002,Cliente 170,1.05299E+11,0.526
201604,040014,Cliente 500,1.48364E+11,0.6119
201605,040036,Cliente 40,1.19052E+11,0.7508
201501,040072,Cliente 20,35605505606,0.2074
201610,040044,Cliente 140,61361332578,0.6593
201509,040014,Cliente 60,77956154424,0.3231
201611,040021,Cliente 90,82402740166,0.5896
201602,040021,Cliente 40,52976676801,0.4078
201612,040014,Cliente 16,51096715175,0.1854
201604,040021,Cliente 80,74031589663,0.5643
201606,040021,Cliente 16,31023206500,0.2292
201603,040014,Cliente 80,87972950257,0.3656
201507,040014,Cliente 60,74481543673,0.3244
201601,040014,Cliente 1000,1.82562E+11,0.7174
201605,040012,Cliente 160,1.79312E+11,0.5084
201510,040012,Cliente 20,64902938212,0.2026
201611,040044,Cliente 6,15609668855,0.1616
201502,040002,Cliente 9,20099023895,0.117
201510,040014,Cliente 110,94241018511,0.3962
201607,040036,Cliente 300,1.53722E+11,0.98
201511,040044,Cliente 170,53522128437,0.7074
201605,040021,Cliente 500,1.22869E+11,0.9018
201602,040072,Cliente 3,12577934180,0.0668
201603,040012,Cliente 10,48583064835,0.1423
201503,040012,Cliente 1,7936812891,0.0274
201612,040002,Cliente 200,1.34077E+11,0.55
201601,040012,Cliente 17,65934965201,0.1941
201602,040044,Cliente 20,27147071839,0.332
201507,040021,Cliente 12,25446530015,0.2151
201607,040021,Cliente 70,68875628780,0.5182
201508,040014,Cliente 80,82509196396,0.3619
201509,040072,Cliente 4,12678525457,0.0737
201606,040002,Cliente 12,26948337852,0.1268
201610,040012,Cliente 19,65473685487,0.18
201501,040014,Cliente 190,1.08842E+11,0.4948
201604,040012,Cliente 16,62950274023,0.1846
201502,040021,Cliente 1000,1.17864E+11,0.9442
201507,040044,Cliente 20,19786929832,0.3015
201501,040012,Cliente 8,35793929019,0.1264
201611,040072,Cliente 30,57711880720,0.2879
201508,040014,Cliente 7,30940016959,0.1357
201505,040072,Cliente 13,29224653252,0.1717
201512,040072,Cliente 12,33377445501,0.1834
201612,040021,Cliente 110,89210226049,0.6386
201509,040021,Cliente 50,55776443055,0.4615
201603,040014,Cliente 10,36817097078,0.153
201503,040072,Cliente 100,79458714974,0.4679
201509,040036,Cliente 50,1.15076E+11,0.7822
201609,040044,Cliente 90,52573119497,0.5693
201502,040002,Cliente 20,33140873234,0.1929
201506,040021,Cliente 1,3898153609,0.0329
201504,040014,Cliente 18,46167177240,0.1994
201509,040021,Cliente 10,21850833053,0.1808
201504,040012,Cliente 40,90572480371,0.3063
201610,040012,Cliente 11,46402486248,0.1276
201603,040014,Cliente 150,1.08918E+11,0.4526
201606,040044,Cliente 160,57976033986,0.6731
201501,040044,Cliente 130,37828525651,0.6332
201512,040012,Cliente 19,62079109120,0.1923
201610,040014,Cliente 300,1.66937E+11,0.5821
201510,040036,Cliente 190,1.35754E+11,0.9526
201509,040002,Cliente 400,1.35161E+11,0.6766
201507,040021,Cliente 13,26700206877,0.2257
201606,040036,Cliente 170,1.51925E+11,0.951
201508,040044,Cliente 4,8304344457,0.1223
201501,040036,Cliente 50,1.07822E+11,0.7641
201501,040012,Cliente 12,46143169521,0.1629
201510,040012,Cliente 50,1.01745E+11,0.3177
201607,040021,Cliente 300,1.10997E+11,0.8352
201609,040012,Cliente 1,7527838542,0.0202
201602,040021,Cliente 12,26327892407,0.2027
201611,040021,Cliente 130,94215545850,0.6741
201605,040012,Cliente 180,1.85898E+11,0.5271
201507,040002,Cliente 160,93838845695,0.5061
201508,040012,Cliente 40,87780910399,0.2857
201502,040002,Cliente 70,62587772563,0.3643
201501,040002,Cliente 15,28782334429,0.1658
201507,040072,Cliente 100,82259878083,0.4796
201505,040012,Cliente 9,43826924227,0.1463
201608,040036,Cliente 13,75017986853,0.4769
201601,040014,Cliente 17,52288847678,0.2055
201611,040014,Cliente 16,58465346420,0.2052
201503,040012,Cliente 500,1.97894E+11,0.6835
201611,040036,Cliente 100,1.70421E+11,0.9188
201603,040014,Cliente 3,18490107580,0.0768
201502,040044,Cliente 2,3342299309,0.0557
201603,040036,Cliente 12,66382327383,0.4224
201612,040021,Cliente 120,92037564306,0.6588
201603,040021,Cliente 5,14225297704,0.1094
201510,040044,Cliente 500,67855057142,0.9065
201505,040012,Cliente 4,26318254674,0.0878
201611,040002,Cliente 20,49587754869,0.2019
201603,040036,Cliente 100,1.41208E+11,0.8986
201611,040021,Cliente 8,19960561172,0.1428
201506,040012,Cliente 120,1.31459E+11,0.448
201508,040002,Cliente 7,23947152385,0.125
201503,040021,Cliente 17,30316027212,0.2587
201605,040021,Cliente 6,16247152088,0.1192
201509,040002,Cliente 50,70642507088,0.3536
201506,040014,Cliente 500,1.4395E+11,0.6206
201603,040012,Cliente 40,1.01152E+11,0.2962
201508,040044,Cliente 180,47669515362,0.7018
201609,040012,Cliente 13,57168964632,0.1534
201508,040044,Cliente 12,15827202118,0.233
201502,040021,Cliente 100,77786640740,0.6231
201606,040012,Cliente 90,1.50446E+11,0.4173
201607,040014,Cliente 16,56292925897,0.209
201604,040072,Cliente 500,1.32125E+11,0.7181
201605,040014,Cliente 19,46287420953,0.1907
201505,040072,Cliente 400,1.14015E+11,0.6698
201501,040012,Cliente 120,1.32117E+11,0.4664
201609,040014,Cliente 13,58453987218,0.2047
201503,040072,Cliente 4,11924276481,0.0702
201604,040014,Cliente 170,1.12848E+11,0.4655
201511,040002,Cliente 1000,1.61713E+11,0.7863
201502,040072,Cliente 13,27557047305,0.162
201507,040002,Cliente 50,58207674842,0.3139
201503,040072,Cliente 2,6834541367,0.0402
201508,040012,Cliente 200,1.64259E+11,0.5347
201505,040021,Cliente 170,86147572012,0.733
201506,040036,Cliente 400,1.49781E+11,0.9854
201607,040002,Cliente 1,6016249383,0.0269
201604,040002,Cliente 80,76560383848,0.3864
201512,040044,Cliente 160,53701480905,0.6892
201610,040072,Cliente 18,40726291846,0.2107
201609,040021,Cliente 1,3193549339,0.0235
201511,040021,Cliente 130,82957774309,0.6751
201508,040036,Cliente 20,85281326768,0.558
201511,040036,Cliente 50,1.10043E+11,0.7799
201507,040072,Cliente 12,29864204717,0.1741
201505,040044,Cliente 120,38454412420,0.6185
201605,040072,Cliente 1000,1.4714E+11,0.7877
201510,040002,Cliente 17,41696959137,0.2083
201608,040002,Cliente 18,40704551685,0.1822
201602,040036,Cliente 7,45479794865,0.2828
201507,040021,Cliente 4,12158229354,0.1028
201610,040014,Cliente 60,1.06895E+11,0.3728
201506,040072,Cliente 16,32998059061,0.1955
201501,040012,Cliente 20,61316676235,0.2165
201501,040014,Cliente 14,35333739268,0.1606
201511,040012,Cliente 13,50134271732,0.1564
201610,040012,Cliente 13,51793649817,0.1424
201604,040012,Cliente 5,31090226193,0.0912
201609,040012,Cliente 17,68254428780,0.1831
201602,040002,Cliente 15,44814019432,0.2106
201505,040014,Cliente 10,38774806025,0.1661
201511,040014,Cliente 18,46803696025,0.1923
201501,040002,Cliente 70,64768755559,0.373
201602,040012,Cliente 10,49306328752,0.1446
201602,040044,Cliente 7,17247927796,0.2109
201508,040021,Cliente 1,3676341686,0.0304
201608,040072,Cliente 30,54431393463,0.2882
201611,040014,Cliente 20,64589184210,0.2267
201504,040014,Cliente 50,70949329500,0.3064
201502,040072,Cliente 130,85524673279,0.5027
201501,040014,Cliente 500,1.37957E+11,0.6272
201501,040044,Cliente 200,43384382027,0.7262
201610,040072,Cliente 400,1.34661E+11,0.6965
201507,040002,Cliente 170,95832056242,0.5169
201511,040044,Cliente 16,22552483430,0.2981
201603,040014,Cliente 40,65211488392,0.271
201508,040021,Cliente 200,92428165954,0.7635
201508,040002,Cliente 19,40147788503,0.2096
201608,040072,Cliente 2,7708289329,0.0408
201507,040002,Cliente 70,67812413775,0.3657
201609,040036,Cliente 16,93949192212,0.55
201503,040002,Cliente 2,12249501131,0.0675
201601,040012,Cliente 2,15655066605,0.0461
201606,040044,Cliente 2,6525308403,0.0758
201611,040002,Cliente 180,1.33704E+11,0.5444
201509,040012,Cliente 1,6999669852,0.0221
201504,040072,Cliente 1,3734341670,0.0221
201505,040002,Cliente 100,83355752411,0.4492
201606,040002,Cliente 110,92216610558,0.4337
201610,040044,Cliente 300,75377270576,0.8099
201502,040072,Cliente 1,4168760896,0.0245
201610,040014,Cliente 400,1.7719E+11,0.6179
201503,040044,Cliente 200,42353779104,0.7234
201510,040012,Cliente 110,1.40138E+11,0.4376
201601,040044,Cliente 40,36247640874,0.4378
201506,040044,Cliente 50,28450575072,0.4437
201508,040044,Cliente 30,23913356685,0.3521
201604,040036,Cliente 40,1.1529E+11,0.739
201605,040021,Cliente 170,1.00318E+11,0.7363
201611,040036,Cliente 20,1.12067E+11,0.6042
201602,040072,Cliente 9,28129537442,0.1493
201503,040002,Cliente 180,1.00323E+11,0.5529
201505,040036,Cliente 1,7699789195,0.0489
201512,040021,Cliente 30,43384036723,0.3436
201607,040012,Cliente 500,2.4946E+11,0.6778
201608,040036,Cliente 7,49497190630,0.3147
201602,040072,Cliente 140,1.05215E+11,0.5584
201507,040002,Cliente 9,25868010113,0.1395
201612,040044,Cliente 3,12188479460,0.1259
201510,040012,Cliente 40,91895742155,0.2869
201603,040012,Cliente 13,56562307824,0.1656
201502,040036,Cliente 500,1.37646E+11,0.988
201605,040002,Cliente 11,26951412630,0.131
201512,040012,Cliente 1000,2.47135E+11,0.7655
201505,040021,Cliente 5,14677285374,0.1249
201509,040044,Cliente 9,17489636027,0.2321
201511,040036,Cliente 200,1.35125E+11,0.9577
201607,040072,Cliente 11,30852281963,0.1597
201508,040036,Cliente 5,34696522387,0.227
201607,040014,Cliente 180,1.35468E+11,0.503
201505,040014,Cliente 120,1.01403E+11,0.4343
201604,040002,Cliente 1,3705327793,0.0187
201603,040021,Cliente 10,23211111414,0.1785
201509,040014,Cliente 4,24062117197,0.0997
201611,040044,Cliente 18,26647098383,0.2758
201610,040036,Cliente 18,95532013146,0.5678
201608,040036,Cliente 17,85464266561,0.5433
201510,040002,Cliente 1,12394551996,0.0619
201612,040044,Cliente 4,14192307282,0.1465
201503,040012,Cliente 70,1.09578E+11,0.3785
201505,040044,Cliente 1,3089995689,0.0497
201508,040044,Cliente 90,38036122346,0.56
201511,040014,Cliente 14,42055642558,0.1728
201506,040072,Cliente 60,66920870217,0.3964
201510,040002,Cliente 14,38135541847,0.1905
201503,040021,Cliente 4,12024419395,0.1026
201502,040072,Cliente 60,64073646086,0.3766
201612,040021,Cliente 1000,1.31725E+11,0.9429
201511,040012,Cliente 12,47770069068,0.149
201502,040012,Cliente 16,54156113896,0.1917
201512,040014,Cliente 8,33701379693,0.1339
201610,040044,Cliente 130,59964967727,0.6443
201510,040021,Cliente 170,89631694242,0.7324
201602,040002,Cliente 300,1.34295E+11,0.6312
201601,040072,Cliente 19,44822903447,0.2424
201603,040012,Cliente 2,15604061652,0.0457
201511,040014,Cliente 15,43347697808,0.1781
201607,040036,Cliente 2,17723830204,0.113
201609,040012,Cliente 100,1.58938E+11,0.4264
201610,040014,Cliente 4,28431765295,0.0991
201509,040021,Cliente 130,82007123619,0.6785
201608,040012,Cliente 180,1.89857E+11,0.5176
201603,040014,Cliente 7,31118566329,0.1293
201510,040012,Cliente 15,55108229147,0.1721
201503,040044,Cliente 2,3348284406,0.0572
201503,040036,Cliente 50,1.14251E+11,0.7713
201603,040014,Cliente 12,40201885481,0.1671
201609,040002,Cliente 60,78969041053,0.345
201611,040012,Cliente 160,1.90224E+11,0.4891
201512,040072,Cliente 6,20025762514,0.11
201510,040014,Cliente 13,37309985094,0.1569
201509,040014,Cliente 500,1.49148E+11,0.6182
201602,040072,Cliente 160,1.09249E+11,0.5798
201602,040044,Cliente 11,21008803975,0.2569
201605,040072,Cliente 20,45777751537,0.2451
201510,040072,Cliente 16,34955411249,0.2018
201604,040012,Cliente 3,20957178147,0.0615
201606,040072,Cliente 200,1.15327E+11,0.611
201510,040002,Cliente 190,1.08977E+11,0.5444
201608,040072,Cliente 9,24649903944,0.1305
201612,040036,Cliente 13,90268115996,0.5092
201509,040014,Cliente 40,65302091019,0.2707
201608,040002,Cliente 11,29735594200,0.1331
201512,040012,Cliente 200,1.71023E+11,0.5297
201511,040044,Cliente 190,55147739321,0.7289
201510,040036,Cliente 9,53316983627,0.3741
201505,040014,Cliente 15,45068618400,0.193
201601,040021,Cliente 60,63412607120,0.4902
201501,040012,Cliente 10,41339195213,0.1459
201504,040044,Cliente 180,44536366857,0.7128
201612,040012,Cliente 170,1.95305E+11,0.5007
201502,040012,Cliente 3,17486939952,0.0619
201512,040014,Cliente 90,98201543651,0.3901
201511,040014,Cliente 120,1.0181E+11,0.4183
201511,040012,Cliente 60,1.09317E+11,0.341
201512,040002,Cliente 60,78183100552,0.3689
201609,040036,Cliente 130,1.60213E+11,0.9378
201507,040072,Cliente 16,34871149156,0.2033
201511,040014,Cliente 5,25932815823,0.1066
201509,040012,Cliente 80,1.25874E+11,0.397
201511,040044,Cliente 140,50566538994,0.6684
201507,040002,Cliente 10,27167962119,0.1465
201610,040014,Cliente 500,1.85229E+11,0.6459
201602,040014,Cliente 130,1.14988E+11,0.4549
201506,040002,Cliente 12,30068509885,0.1639
201506,040021,Cliente 300,98680934038,0.8332
201506,040002,Cliente 4,17154622855,0.0935
201512,040014,Cliente 10,37651436095,0.1496
201502,040014,Cliente 50,62834555802,0.2902
201512,040014,Cliente 140,1.14602E+11,0.4553
201501,040072,Cliente 180,94304627924,0.5494
201604,040044,Cliente 90,46261451883,0.5587
201504,040021,Cliente 1000,1.10562E+11,0.9422
201612,040072,Cliente 4,13840144126,0.0667
201603,040036,Cliente 40,1.14791E+11,0.7305
201607,040036,Cliente 70,1.3446E+11,0.8572
201602,040036,Cliente 160,1.528E+11,0.9501
201507,040014,Cliente 5,27497859095,0.1198
201608,040014,Cliente 50,97389802177,0.3511
201506,040044,Cliente 110,38537458534,0.601
201512,040072,Cliente 110,93972621330,0.5163
201506,040002,Cliente 130,88434239865,0.4822
201505,040002,Cliente 19,39396923199,0.2123
201508,040002,Cliente 15,35750244499,0.1866
