cve_institucion,cve_periodo,cve_concepto,dato
5,201510,5,9.78
5,201510,6,46
5,201510,7,1.5706E+12
5,201511,1,688210
5,201511,2,193573
5,201511,3,6.9648
5,201511,4,3.5217
5,201511,5,7.3812
5,201511,6,45
5,201511,7,1.58862E+12
5,201512,1,688298
5,201512,2,193741
5,201512,3,7.033
5,201512,4,3.5908
5,201512,5,9.9529
5,201512,6,46
5,201512,7,1.6336E+12
5,201601,1,677669
5,201601,2,195998
5,201601,3,7.074
5,201601,4,3.5081
5,201601,5,9.9551
5,201601,6,47
5,201601,7,1.67807E+12
5,201602,1,690996
5,201602,2,205306
5,201602,3,7.312
5,201602,4,3.5387
5,201602,5,9.9524
5,201602,6,47
5,201602,7,1.68026E+12
5,201603,1,698599
5,201603,2,214611
5,201603,3,7.5272
5,201603,4,3.721
5,201603,5,9.9615
5,201603,6,49
5,201603,7,1.65085E+12
5,201604,1,704643
5,201604,2,214608
5,201604,3,7.5775
5,201604,4,3.7413
5,201604,5,9.965
5,201604,6,50
5,201604,7,1.65659E+12
5,201605,1,712235
5,201605,2,215113
5,201605,3,7.6387
5,201605,4,3.7533
5,201605,5,9.9684
5,201605,6,50
5,201605,7,1.69546E+12
5,201606,1,722884
5,201606,2,215548
5,201606,3,7.6212
5,201606,4,3.7351
5,201606,5,9.9667
5,201606,6,50
5,201606,7,1.73237E+12
5,201607,1,724695
5,201607,2,215465
5,201607,3,7.8565
5,201607,4,3.6974
5,201607,5,9.9815
5,201607,6,49
5,201607,7,1.77328E+12
5,201608,1,726575
5,201608,2,215465
5,201608,3,7.9655
5,201608,4,3.7648
5,201608,5,9.3058
5,201608,6,49
5,201608,7,1.78534E+12
5,201609,1,727156
5,201609,2,215498
5,201609,3,8.0239
5,201609,4,3.8414
5,201609,5,9.2983
5,201609,6,49
5,201609,7,1.83288E+12
5,201610,1,716629
5,201610,2,215026
5,201610,3,8.319
5,201610,4,3.8776
5,201610,5,9.2919
5,201610,6,49
5,201610,7,1.83123E+12
5,201611,1,724219
5,201611,2,214282
5,201611,3,8.5794
5,201611,4,3.9471
5,201611,5,9.2924
5,201611,6,49
5,201611,7,1.90835E+12
5,201612,1,720040
5,201612,2,212700
5,201612,3,9.0113
5,201612,4,4.0249
5,201612,5,9.2923
5,201612,6,49
5,201612,7,1.91797E+12
